household_type,income_group,year,all_means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
hh_with_children,all_quintiles,1989,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1990,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1991,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1992,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1993,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1994,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1995,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1996,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1997,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1998,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1999,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2000,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2001,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2002,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2003,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2004,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2005,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2006,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2007,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2008,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2009,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2010,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2011,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2012,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2013,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2014,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2015,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2016,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2017,100.0,100.0,100.0,100.0,100.0
hh_with_children,lowest_quintile,1979,74.8,73.8,79.4,70.4,74.0
hh_with_children,lowest_quintile,1980,74.4,73.7,77.5,73.6,73.4
hh_with_children,lowest_quintile,1981,73.4,71.6,74.9,68.8,74.4
hh_with_children,lowest_quintile,1982,78.1,75.3,80.7,75.1,79.0
hh_with_children,lowest_quintile,1983,80.4,79.2,82.9,74.0,80.7
hh_with_children,lowest_quintile,1984,76.9,74.5,79.0,70.3,78.3
hh_with_children,lowest_quintile,1985,78.3,75.4,81.6,69.9,80.0
hh_with_children,lowest_quintile,1986,79.7,77.5,84.3,69.9,80.7
hh_with_children,lowest_quintile,1987,82.7,80.4,88.0,75.5,83.5
hh_with_children,lowest_quintile,1988,81.6,77.7,87.4,71.9,83.9
hh_with_children,lowest_quintile,1989,80.9,77.0,86.0,72.3,83.6
hh_with_children,lowest_quintile,1990,79.3,75.2,84.5,67.5,83.2
hh_with_children,lowest_quintile,1991,76.7,73.0,81.2,66.3,80.4
hh_with_children,lowest_quintile,1992,74.5,70.5,77.9,68.2,79.4
hh_with_children,lowest_quintile,1993,74.4,70.4,77.7,64.4,80.5
hh_with_children,lowest_quintile,1994,73.9,68.3,78.9,67.6,80.0
hh_with_children,lowest_quintile,1995,71.9,66.1,76.9,65.8,79.1
hh_with_children,lowest_quintile,1996,72.0,66.9,76.2,69.0,78.2
hh_with_children,lowest_quintile,1997,71.0,65.9,76.7,66.3,78.3
hh_with_children,lowest_quintile,1998,69.1,63.3,78.1,66.0,77.4
hh_with_children,lowest_quintile,1999,67.3,61.2,78.3,63.7,77.8
hh_with_children,lowest_quintile,2000,64.7,59.1,77.4,64.5,74.5
hh_with_children,lowest_quintile,2001,64.0,58.1,78.9,67.1,74.2
hh_with_children,lowest_quintile,2002,61.8,56.4,75.6,62.0,73.8
hh_with_children,lowest_quintile,2003,61.1,55.2,75.6,62.8,73.9
hh_with_children,lowest_quintile,2004,59.7,54.2,73.7,59.2,73.4
hh_with_children,lowest_quintile,2005,61.1,55.0,74.2,65.0,74.5
hh_with_children,lowest_quintile,2006,61.2,55.4,76.4,62.8,72.4
hh_with_children,lowest_quintile,2007,60.5,54.7,75.4,64.5,71.3
hh_with_children,lowest_quintile,2008,58.6,53.1,72.5,60.4,70.0
hh_with_children,lowest_quintile,2009,57.8,51.7,71.3,59.5,69.1
hh_with_children,lowest_quintile,2010,58.5,52.6,68.3,62.7,70.4
hh_with_children,lowest_quintile,2011,57.2,51.1,67.4,61.5,68.0
hh_with_children,lowest_quintile,2012,57.3,51.6,68.6,61.6,66.3
hh_with_children,lowest_quintile,2013,56.8,51.4,67.2,63.2,66.9
hh_with_children,lowest_quintile,2014,55.3,51.3,67.5,59.7,64.5
hh_with_children,lowest_quintile,2015,54.5,50.5,67.5,61.9,64.2
hh_with_children,lowest_quintile,2016,54.0,50.0,69.2,62.8,63.2
hh_with_children,lowest_quintile,2017,53.4,49.7,69.3,58.7,63.2
hh_with_children,second_quintile,1979,12.4,12.5,12.7,12.9,12.1
hh_with_children,second_quintile,1980,13.4,14.1,14.7,11.8,12.8
hh_with_children,second_quintile,1981,14.2,15.0,15.5,13.7,13.1
hh_with_children,second_quintile,1982,11.7,12.8,12.7,10.6,10.8
hh_with_children,second_quintile,1983,9.7,10.3,10.2,10.7,9.1
hh_with_children,second_quintile,1984,11.7,13.5,12.2,12.0,10.4
hh_with_children,second_quintile,1985,11.1,12.8,11.6,13.4,9.5
hh_with_children,second_quintile,1986,10.9,12.2,10.4,14.2,9.8
hh_with_children,second_quintile,1987,9.2,10.7,7.0,12.0,8.5
hh_with_children,second_quintile,1988,9.5,11.4,7.3,12.6,8.5
hh_with_children,second_quintile,1989,10.1,11.9,8.5,13.3,8.7
hh_with_children,second_quintile,1990,11.4,13.1,10.0,15.9,9.4
hh_with_children,second_quintile,1991,12.4,14.3,11.3,17.7,9.9
hh_with_children,second_quintile,1992,14.4,16.3,13.9,18.1,11.3
hh_with_children,second_quintile,1993,14.3,16.5,14.6,17.1,10.8
hh_with_children,second_quintile,1994,14.8,17.1,13.9,18.0,11.3
hh_with_children,second_quintile,1995,16.0,18.9,15.0,19.0,11.5
hh_with_children,second_quintile,1996,16.7,19.2,16.7,16.7,13.1
hh_with_children,second_quintile,1997,18.0,20.5,17.1,18.0,14.5
hh_with_children,second_quintile,1998,19.5,22.4,15.6,21.6,14.7
hh_with_children,second_quintile,1999,18.9,22.3,15.1,18.4,13.2
hh_with_children,second_quintile,2000,20.2,22.9,16.0,19.5,14.9
hh_with_children,second_quintile,2001,21.5,24.5,15.6,18.5,15.9
hh_with_children,second_quintile,2002,22.3,25.0,17.4,20.7,16.1
hh_with_children,second_quintile,2003,22.7,25.4,17.6,21.1,16.0
hh_with_children,second_quintile,2004,23.4,25.9,19.3,20.9,17.0
hh_with_children,second_quintile,2005,22.4,25.2,18.8,17.6,15.7
hh_with_children,second_quintile,2006,22.7,25.4,17.7,20.5,16.6
hh_with_children,second_quintile,2007,22.8,25.6,18.1,18.2,17.3
hh_with_children,second_quintile,2008,23.5,25.8,19.5,20.0,18.1
hh_with_children,second_quintile,2009,23.6,25.9,20.4,20.1,18.6
hh_with_children,second_quintile,2010,23.8,26.3,21.5,18.9,18.1
hh_with_children,second_quintile,2011,25.0,27.3,22.9,20.6,19.9
hh_with_children,second_quintile,2012,25.5,27.6,22.9,22.0,20.8
hh_with_children,second_quintile,2013,25.3,27.5,23.3,19.7,19.8
hh_with_children,second_quintile,2014,25.3,26.8,22.2,23.0,20.9
hh_with_children,second_quintile,2015,25.7,27.5,21.6,21.6,19.9
hh_with_children,second_quintile,2016,25.3,27.1,20.3,19.6,20.1
hh_with_children,second_quintile,2017,25.6,27.3,19.9,22.0,20.5
hh_with_children,middle_quintile,1979,5.9,6.1,3.7,7.6,6.4
hh_with_children,middle_quintile,1980,5.3,5.7,3.5,6.3,5.8
hh_with_children,middle_quintile,1981,5.1,5.6,4.3,7.1,4.9
hh_with_children,middle_quintile,1982,3.9,4.3,2.6,5.4,4.1
hh_with_children,middle_quintile,1983,3.7,4.2,2.6,6.5,3.6
hh_with_children,middle_quintile,1984,4.8,5.1,3.6,8.2,4.5
hh_with_children,middle_quintile,1985,3.8,4.4,2.0,6.6,3.8
hh_with_children,middle_quintile,1986,3.8,4.5,2.1,7.5,3.5
hh_with_children,middle_quintile,1987,3.2,3.4,1.6,4.9,3.4
hh_with_children,middle_quintile,1988,4.2,5.3,2.1,8.2,3.5
hh_with_children,middle_quintile,1989,3.9,5.0,2.1,6.4,3.3
hh_with_children,middle_quintile,1990,4.4,5.7,2.3,7.8,3.3
hh_with_children,middle_quintile,1991,4.8,5.9,3.6,7.7,3.9
hh_with_children,middle_quintile,1992,5.2,6.4,4.2,6.5,4.1
hh_with_children,middle_quintile,1993,6.0,7.0,4.5,9.7,4.5
hh_with_children,middle_quintile,1994,5.8,7.3,4.0,7.3,4.3
hh_with_children,middle_quintile,1995,6.3,7.6,4.6,8.1,4.8
hh_with_children,middle_quintile,1996,6.1,7.3,4.3,7.9,4.7
hh_with_children,middle_quintile,1997,5.8,7.1,4.1,7.7,3.8
hh_with_children,middle_quintile,1998,6.2,7.7,3.6,6.7,4.1
hh_with_children,middle_quintile,1999,7.7,9.5,3.9,10.0,4.5
hh_with_children,middle_quintile,2000,8.2,10.0,3.6,8.5,5.3
hh_with_children,middle_quintile,2001,8.1,9.8,3.3,7.8,5.2
hh_with_children,middle_quintile,2002,8.9,10.7,4.1,9.1,5.1
hh_with_children,middle_quintile,2003,9.3,11.2,4.2,8.6,5.4
hh_with_children,middle_quintile,2004,9.5,11.5,4.3,9.4,4.7
hh_with_children,middle_quintile,2005,9.1,11.2,4.3,8.4,4.7
hh_with_children,middle_quintile,2006,8.7,10.6,3.6,8.3,5.3
hh_with_children,middle_quintile,2007,9.3,11.1,4.1,9.3,5.8
hh_with_children,middle_quintile,2008,9.7,11.7,4.8,8.8,5.9
hh_with_children,middle_quintile,2009,10.3,12.3,4.9,11.6,6.6
hh_with_children,middle_quintile,2010,9.7,11.8,5.7,8.8,6.1
hh_with_children,middle_quintile,2011,10.3,12.2,6.5,9.8,6.9
hh_with_children,middle_quintile,2012,9.9,11.8,5.8,9.8,7.0
hh_with_children,middle_quintile,2013,10.8,12.8,6.5,10.0,7.4
hh_with_children,middle_quintile,2014,11.3,12.8,6.4,10.3,7.9
hh_with_children,middle_quintile,2015,11.5,12.9,6.8,8.7,8.5
hh_with_children,middle_quintile,2016,12.0,13.3,6.4,10.1,9.0
hh_with_children,middle_quintile,2017,12.1,13.5,6.3,9.9,8.4
hh_with_children,fourth_quintile,1979,3.2,3.5,1.4,4.6,3.6
hh_with_children,fourth_quintile,1980,2.6,2.5,1.2,3.0,3.4
hh_with_children,fourth_quintile,1981,2.5,2.9,1.3,3.5,2.7
hh_with_children,fourth_quintile,1982,2.1,2.8,0.7,3.3,2.1
hh_with_children,fourth_quintile,1983,1.6,1.6,0.6,2.6,1.9
hh_with_children,fourth_quintile,1984,2.0,2.0,1.1,2.9,2.2
hh_with_children,fourth_quintile,1985,2.0,2.2,0.7,3.8,2.2
hh_with_children,fourth_quintile,1986,2.2,2.2,0.9,3.7,2.4
hh_with_children,fourth_quintile,1987,2.3,2.7,0.8,4.3,2.2
hh_with_children,fourth_quintile,1988,2.2,2.8,0.6,4.1,2.1
hh_with_children,fourth_quintile,1989,2.2,2.9,0.8,4.0,2.0
hh_with_children,fourth_quintile,1990,2.1,2.7,0.7,5.0,1.6
hh_with_children,fourth_quintile,1991,2.4,3.0,1.3,4.5,2.0
hh_with_children,fourth_quintile,1992,2.9,3.6,1.7,3.2,2.6
hh_with_children,fourth_quintile,1993,2.3,2.8,1.3,4.0,1.8
hh_with_children,fourth_quintile,1994,2.8,3.8,1.5,3.4,2.0
hh_with_children,fourth_quintile,1995,2.9,3.7,1.8,3.0,2.4
hh_with_children,fourth_quintile,1996,2.8,3.6,1.3,3.5,2.1
hh_with_children,fourth_quintile,1997,3.2,4.4,0.9,5.2,1.8
hh_with_children,fourth_quintile,1998,2.9,3.7,1.1,2.9,2.0
hh_with_children,fourth_quintile,1999,3.4,4.3,1.2,3.9,2.1
hh_with_children,fourth_quintile,2000,3.8,4.7,1.3,4.0,2.6
hh_with_children,fourth_quintile,2001,3.5,4.4,1.0,3.3,2.2
hh_with_children,fourth_quintile,2002,3.7,4.4,1.4,3.8,2.6
hh_with_children,fourth_quintile,2003,4.0,4.9,0.8,4.5,2.5
hh_with_children,fourth_quintile,2004,4.3,5.0,1.4,5.4,2.6
hh_with_children,fourth_quintile,2005,4.1,5.0,1.1,4.9,2.2
hh_with_children,fourth_quintile,2006,4.4,5.3,1.0,4.5,2.8
hh_with_children,fourth_quintile,2007,4.2,5.1,1.0,4.4,2.9
hh_with_children,fourth_quintile,2008,4.4,5.2,1.3,5.0,2.9
hh_with_children,fourth_quintile,2009,4.8,6.0,1.6,5.3,2.9
hh_with_children,fourth_quintile,2010,4.7,5.6,2.5,5.6,2.7
hh_with_children,fourth_quintile,2011,4.4,5.5,1.6,4.7,2.7
hh_with_children,fourth_quintile,2012,4.5,5.7,1.5,3.9,3.4
hh_with_children,fourth_quintile,2013,4.5,5.4,1.8,4.4,3.5
hh_with_children,fourth_quintile,2014,5.0,5.8,2.3,4.3,3.8
hh_with_children,fourth_quintile,2015,5.2,5.8,2.6,3.9,4.4
hh_with_children,fourth_quintile,2016,5.4,6.0,2.5,4.8,4.6
hh_with_children,fourth_quintile,2017,5.5,6.0,2.8,5.8,4.3
hh_with_children,highest_quintile,1979,1.8,1.9,0.8,2.0,2.1
hh_with_children,highest_quintile,1980,1.5,1.3,0.6,2.4,2.0
hh_with_children,highest_quintile,1981,1.4,1.4,0.6,1.9,1.6
hh_with_children,highest_quintile,1982,1.2,1.6,0.4,1.5,1.3
hh_with_children,highest_quintile,1983,1.1,1.0,0.4,1.6,1.3
hh_with_children,highest_quintile,1984,1.4,1.4,0.9,2.9,1.5
hh_with_children,highest_quintile,1985,1.3,1.3,0.5,2.1,1.5
hh_with_children,highest_quintile,1986,1.2,1.0,0.5,1.4,1.5
hh_with_children,highest_quintile,1987,1.1,1.0,0.5,1.6,1.4
hh_with_children,highest_quintile,1988,1.2,1.4,0.6,1.9,1.2
hh_with_children,highest_quintile,1989,1.4,1.8,0.6,2.4,1.3
hh_with_children,highest_quintile,1990,1.3,1.7,0.6,1.8,1.2
hh_with_children,highest_quintile,1991,1.7,1.8,0.8,2.0,1.9
hh_with_children,highest_quintile,1992,1.7,2.0,0.9,2.8,1.4
hh_with_children,highest_quintile,1993,1.5,1.7,0.5,2.8,1.2
hh_with_children,highest_quintile,1994,1.7,2.3,0.6,2.1,1.3
hh_with_children,highest_quintile,1995,2.0,2.6,0.7,2.9,1.4
hh_with_children,highest_quintile,1996,1.5,2.1,0.5,1.8,1.0
hh_with_children,highest_quintile,1997,1.3,1.6,0.3,2.1,1.1
hh_with_children,highest_quintile,1998,1.4,1.8,0.2,1.5,1.2
hh_with_children,highest_quintile,1999,1.8,2.0,0.3,3.1,1.4
hh_with_children,highest_quintile,2000,2.2,2.5,0.7,2.2,1.8
hh_with_children,highest_quintile,2001,2.2,2.5,0.4,2.7,1.8
hh_with_children,highest_quintile,2002,2.2,2.5,0.5,3.0,1.5
hh_with_children,highest_quintile,2003,2.0,2.4,0.5,2.3,1.4
hh_with_children,highest_quintile,2004,2.2,2.5,0.4,3.6,1.7
hh_with_children,highest_quintile,2005,2.3,2.7,0.4,3.0,1.8
hh_with_children,highest_quintile,2006,2.3,2.6,0.5,2.9,2.0
hh_with_children,highest_quintile,2007,2.3,2.7,0.5,2.7,1.9
hh_with_children,highest_quintile,2008,2.6,2.9,0.6,3.9,2.0
hh_with_children,highest_quintile,2009,2.6,3.1,0.8,2.6,2.0
hh_with_children,highest_quintile,2010,2.4,2.8,1.0,3.0,1.8
hh_with_children,highest_quintile,2011,2.3,2.9,0.6,2.4,1.8
hh_with_children,highest_quintile,2012,2.1,2.7,0.5,1.8,1.7
hh_with_children,highest_quintile,2013,1.8,2.3,0.5,1.7,1.6
hh_with_children,highest_quintile,2014,2.4,2.7,0.7,1.8,2.2
hh_with_children,highest_quintile,2015,2.7,3.0,1.0,3.5,2.4
hh_with_children,highest_quintile,2016,2.8,3.1,0.9,2.2,2.6
hh_with_children,highest_quintile,2017,2.7,3.0,0.9,2.9,2.6
hh_with_children,percentiles_81_90,1979,1.0,1.1,0.4,1.3,1.2
hh_with_children,percentiles_81_90,1980,0.8,0.7,0.2,1.3,1.1
hh_with_children,percentiles_81_90,1981,0.7,0.8,0.3,1.4,0.8
hh_with_children,percentiles_81_90,1982,0.6,0.7,0.2,0.4,0.7
hh_with_children,percentiles_81_90,1983,0.5,0.4,0.1,0.7,0.6
hh_with_children,percentiles_81_90,1984,0.8,0.8,0.3,1.8,0.7
hh_with_children,percentiles_81_90,1985,0.6,0.6,0.1,1.3,0.7
hh_with_children,percentiles_81_90,1986,0.6,0.6,0.2,0.6,0.8
hh_with_children,percentiles_81_90,1987,0.5,0.4,0.2,0.6,0.6
hh_with_children,percentiles_81_90,1988,0.6,0.7,0.2,1.6,0.5
hh_with_children,percentiles_81_90,1989,0.8,1.1,0.3,1.4,0.7
hh_with_children,percentiles_81_90,1990,0.7,1.0,0.3,1.0,0.6
hh_with_children,percentiles_81_90,1991,0.9,1.0,0.5,1.1,0.9
hh_with_children,percentiles_81_90,1992,1.0,1.2,0.6,1.9,0.8
hh_with_children,percentiles_81_90,1993,0.8,1.1,0.2,1.7,0.6
hh_with_children,percentiles_81_90,1994,0.9,1.1,0.3,1.1,0.8
hh_with_children,percentiles_81_90,1995,1.0,1.2,0.4,1.6,0.8
hh_with_children,percentiles_81_90,1996,0.9,1.3,0.3,1.4,0.5
hh_with_children,percentiles_81_90,1997,0.7,0.9,0.2,1.6,0.5
hh_with_children,percentiles_81_90,1998,0.7,1.0,0.2,0.5,0.6
hh_with_children,percentiles_81_90,1999,1.1,1.1,0.2,2.0,0.8
hh_with_children,percentiles_81_90,2000,1.4,1.7,0.5,1.7,1.0
hh_with_children,percentiles_81_90,2001,1.2,1.4,0.2,1.4,0.9
hh_with_children,percentiles_81_90,2002,1.1,1.3,0.2,1.4,0.8
hh_with_children,percentiles_81_90,2003,1.0,1.2,0.2,1.0,0.8
hh_with_children,percentiles_81_90,2004,1.3,1.4,0.2,2.7,0.9
hh_with_children,percentiles_81_90,2005,1.2,1.5,0.2,1.5,0.9
hh_with_children,percentiles_81_90,2006,1.3,1.5,0.2,1.9,1.0
hh_with_children,percentiles_81_90,2007,1.2,1.4,0.2,1.6,1.0
hh_with_children,percentiles_81_90,2008,1.4,1.5,0.3,2.3,0.9
hh_with_children,percentiles_81_90,2009,1.4,1.8,0.5,1.6,1.0
hh_with_children,percentiles_81_90,2010,1.4,1.6,0.6,1.7,1.0
hh_with_children,percentiles_81_90,2011,1.3,1.6,0.4,1.2,0.9
hh_with_children,percentiles_81_90,2012,1.1,1.5,0.2,0.9,0.9
hh_with_children,percentiles_81_90,2013,1.0,1.2,0.3,1.3,0.8
hh_with_children,percentiles_81_90,2014,1.3,1.5,0.4,1.0,1.3
hh_with_children,percentiles_81_90,2015,1.3,1.5,0.5,1.3,1.2
hh_with_children,percentiles_81_90,2016,1.5,1.7,0.5,1.1,1.3
hh_with_children,percentiles_81_90,2017,1.5,1.7,0.4,1.6,1.4
hh_with_children,percentiles_91_95,1979,0.3,0.4,0.2,0.3,0.4
hh_with_children,percentiles_91_95,1980,0.4,0.3,0.1,0.8,0.4
hh_with_children,percentiles_91_95,1981,0.2,0.2,0.1,0.3,0.3
hh_with_children,percentiles_91_95,1982,0.3,0.5,0.0,0.9,0.3
hh_with_children,percentiles_91_95,1983,0.2,0.2,0.1,0.4,0.2
hh_with_children,percentiles_91_95,1984,0.3,0.2,0.2,0.8,0.3
hh_with_children,percentiles_91_95,1985,0.2,0.2,0.1,0.3,0.3
hh_with_children,percentiles_91_95,1986,0.2,0.1,0.1,0.1,0.3
hh_with_children,percentiles_91_95,1987,0.2,0.2,0.1,0.4,0.3
hh_with_children,percentiles_91_95,1988,0.2,0.3,0.2,0.2,0.3
hh_with_children,percentiles_91_95,1989,0.3,0.3,0.1,0.6,0.2
hh_with_children,percentiles_91_95,1990,0.2,0.3,0.1,0.4,0.2
hh_with_children,percentiles_91_95,1991,0.3,0.3,0.1,0.2,0.4
hh_with_children,percentiles_91_95,1992,0.3,0.4,0.2,0.5,0.3
hh_with_children,percentiles_91_95,1993,0.2,0.3,0.1,0.5,0.2
hh_with_children,percentiles_91_95,1994,0.4,0.5,0.1,0.5,0.2
hh_with_children,percentiles_91_95,1995,0.4,0.7,0.1,0.6,0.3
hh_with_children,percentiles_91_95,1996,0.3,0.4,0.1,0.2,0.2
hh_with_children,percentiles_91_95,1997,0.3,0.3,0.1,0.4,0.2
hh_with_children,percentiles_91_95,1998,0.3,0.3,0.0,0.1,0.3
hh_with_children,percentiles_91_95,1999,0.4,0.4,0.1,0.7,0.3
hh_with_children,percentiles_91_95,2000,0.4,0.4,0.1,0.3,0.4
hh_with_children,percentiles_91_95,2001,0.5,0.5,0.1,0.5,0.5
hh_with_children,percentiles_91_95,2002,0.5,0.6,0.1,0.9,0.3
hh_with_children,percentiles_91_95,2003,0.5,0.5,0.0,0.8,0.3
hh_with_children,percentiles_91_95,2004,0.5,0.6,0.1,0.6,0.4
hh_with_children,percentiles_91_95,2005,0.5,0.6,0.0,0.7,0.4
hh_with_children,percentiles_91_95,2006,0.5,0.5,0.1,0.5,0.5
hh_with_children,percentiles_91_95,2007,0.5,0.6,0.1,0.6,0.4
hh_with_children,percentiles_91_95,2008,0.6,0.7,0.2,0.9,0.5
hh_with_children,percentiles_91_95,2009,0.6,0.7,0.2,0.6,0.4
hh_with_children,percentiles_91_95,2010,0.5,0.6,0.1,0.6,0.4
hh_with_children,percentiles_91_95,2011,0.4,0.6,0.1,0.2,0.4
hh_with_children,percentiles_91_95,2012,0.4,0.5,0.1,0.3,0.4
hh_with_children,percentiles_91_95,2013,0.4,0.5,0.1,0.3,0.4
hh_with_children,percentiles_91_95,2014,0.5,0.6,0.1,0.4,0.4
hh_with_children,percentiles_91_95,2015,0.7,0.7,0.3,0.9,0.6
hh_with_children,percentiles_91_95,2016,0.6,0.7,0.2,0.6,0.5
hh_with_children,percentiles_91_95,2017,0.6,0.6,0.2,0.3,0.6
hh_with_children,percentiles_96_99,1979,0.3,0.3,0.2,0.3,0.4
hh_with_children,percentiles_96_99,1980,0.2,0.2,0.1,0.1,0.3
hh_with_children,percentiles_96_99,1981,0.3,0.3,0.1,0.1,0.4
hh_with_children,percentiles_96_99,1982,0.2,0.3,0.0,0.1,0.2
hh_with_children,percentiles_96_99,1983,0.2,0.2,0.1,0.4,0.3
hh_with_children,percentiles_96_99,1984,0.2,0.2,0.2,0.2,0.3
hh_with_children,percentiles_96_99,1985,0.3,0.3,0.2,0.3,0.3
hh_with_children,percentiles_96_99,1986,0.2,0.2,0.1,0.3,0.3
hh_with_children,percentiles_96_99,1987,0.3,0.2,0.2,0.4,0.3
hh_with_children,percentiles_96_99,1988,0.2,0.3,0.1,0.1,0.3
hh_with_children,percentiles_96_99,1989,0.2,0.2,0.1,0.1,0.3
hh_with_children,percentiles_96_99,1990,0.3,0.3,0.2,0.3,0.2
hh_with_children,percentiles_96_99,1991,0.4,0.3,0.1,0.5,0.4
hh_with_children,percentiles_96_99,1992,0.3,0.3,0.1,0.3,0.3
hh_with_children,percentiles_96_99,1993,0.3,0.3,0.1,0.5,0.2
hh_with_children,percentiles_96_99,1994,0.3,0.5,0.1,0.3,0.3
hh_with_children,percentiles_96_99,1995,0.3,0.5,0.1,0.4,0.3
hh_with_children,percentiles_96_99,1996,0.2,0.3,0.1,0.2,0.2
hh_with_children,percentiles_96_99,1997,0.3,0.3,0.1,0.2,0.3
hh_with_children,percentiles_96_99,1998,0.3,0.4,0.0,0.7,0.2
hh_with_children,percentiles_96_99,1999,0.2,0.3,0.1,0.1,0.2
hh_with_children,percentiles_96_99,2000,0.3,0.4,0.1,0.2,0.3
hh_with_children,percentiles_96_99,2001,0.4,0.5,0.1,0.5,0.3
hh_with_children,percentiles_96_99,2002,0.4,0.4,0.1,0.6,0.2
hh_with_children,percentiles_96_99,2003,0.4,0.5,0.1,0.3,0.3
hh_with_children,percentiles_96_99,2004,0.3,0.3,0.1,0.2,0.3
hh_with_children,percentiles_96_99,2005,0.5,0.5,0.1,0.8,0.4
hh_with_children,percentiles_96_99,2006,0.4,0.4,0.1,0.4,0.4
hh_with_children,percentiles_96_99,2007,0.4,0.5,0.1,0.5,0.4
hh_with_children,percentiles_96_99,2008,0.4,0.5,0.1,0.6,0.4
hh_with_children,percentiles_96_99,2009,0.4,0.5,0.1,0.2,0.4
hh_with_children,percentiles_96_99,2010,0.4,0.4,0.2,0.4,0.3
hh_with_children,percentiles_96_99,2011,0.4,0.5,0.1,0.5,0.3
hh_with_children,percentiles_96_99,2012,0.4,0.5,0.1,0.3,0.3
hh_with_children,percentiles_96_99,2013,0.3,0.4,0.1,0.1,0.3
hh_with_children,percentiles_96_99,2014,0.4,0.4,0.1,0.3,0.4
hh_with_children,percentiles_96_99,2015,0.5,0.5,0.1,0.9,0.5
hh_with_children,percentiles_96_99,2016,0.5,0.6,0.2,0.4,0.5
hh_with_children,percentiles_96_99,2017,0.5,0.5,0.2,0.5,0.5
hh_with_children,top_1_percent,1979,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,1980,0.1,0.1,0.1,0.2,0.1
hh_with_children,top_1_percent,1981,0.1,0.2,0.1,0.1,0.2
hh_with_children,top_1_percent,1982,0.1,0.2,0.1,0.0,0.1
hh_with_children,top_1_percent,1983,0.2,0.2,0.1,0.1,0.2
hh_with_children,top_1_percent,1984,0.1,0.2,0.1,0.1,0.1
hh_with_children,top_1_percent,1985,0.2,0.2,0.2,0.1,0.2
hh_with_children,top_1_percent,1986,0.2,0.2,0.1,0.4,0.2
hh_with_children,top_1_percent,1987,0.2,0.2,0.1,0.2,0.1
hh_with_children,top_1_percent,1988,0.1,0.1,0.1,0.0,0.1
hh_with_children,top_1_percent,1989,0.1,0.2,0.1,0.3,0.1
hh_with_children,top_1_percent,1990,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,1991,0.1,0.2,0.1,0.2,0.1
hh_with_children,top_1_percent,1992,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,1993,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,1994,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,1995,0.2,0.3,0.1,0.2,0.1
hh_with_children,top_1_percent,1996,0.1,0.1,0.0,0.0,0.1
hh_with_children,top_1_percent,1997,0.1,0.1,0.0,0.0,0.1
hh_with_children,top_1_percent,1998,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,1999,0.1,0.2,0.0,0.3,0.1
hh_with_children,top_1_percent,2000,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,2001,0.1,0.2,0.0,0.3,0.1
hh_with_children,top_1_percent,2002,0.2,0.2,0.0,0.1,0.2
hh_with_children,top_1_percent,2003,0.1,0.1,0.1,0.2,0.1
hh_with_children,top_1_percent,2004,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,2005,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,2006,0.1,0.1,0.0,0.1,0.1
