household_type,income_group,year,federal_tax,individual_income_tax,payroll_tax,corporate_income_tax,excise_tax
hh_with_children,all_quintiles,1988,22.2,9.8,9.7,1.7,0.9
hh_with_children,all_quintiles,1989,22.0,9.8,9.7,1.7,0.8
hh_with_children,all_quintiles,1990,22.1,9.5,10.1,1.5,0.9
hh_with_children,all_quintiles,1991,22.3,9.4,10.4,1.5,1.0
hh_with_children,all_quintiles,1992,22.1,9.3,10.2,1.6,1.0
hh_with_children,all_quintiles,1993,22.8,9.7,10.2,1.9,1.1
hh_with_children,all_quintiles,1994,22.9,9.5,10.3,1.9,1.1
hh_with_children,all_quintiles,1995,23.1,9.8,10.1,2.2,1.1
hh_with_children,all_quintiles,1996,23.0,10.0,9.9,2.1,1.0
hh_with_children,all_quintiles,1997,23.2,10.3,9.8,2.2,0.9
hh_with_children,all_quintiles,1998,22.8,10.1,9.7,2.0,0.9
hh_with_children,all_quintiles,1999,23.2,10.7,9.5,2.0,1.0
hh_with_children,all_quintiles,2000,23.4,11.3,9.3,2.0,0.9
hh_with_children,all_quintiles,2001,21.9,9.7,9.9,1.4,0.9
hh_with_children,all_quintiles,2002,21.1,9.0,9.9,1.3,0.9
hh_with_children,all_quintiles,2003,20.0,7.6,9.6,1.9,0.8
hh_with_children,all_quintiles,2004,20.3,8.0,9.3,2.2,0.8
hh_with_children,all_quintiles,2005,20.8,8.2,9.0,2.8,0.7
hh_with_children,all_quintiles,2006,21.0,8.6,8.7,3.1,0.6
hh_with_children,all_quintiles,2007,20.7,8.9,8.6,2.6,0.5
hh_with_children,all_quintiles,2008,18.8,7.3,9.2,1.7,0.6
hh_with_children,all_quintiles,2009,18.1,6.6,9.6,1.3,0.6
hh_with_children,all_quintiles,2010,19.1,7.3,9.1,2.0,0.6
hh_with_children,all_quintiles,2011,18.6,8.0,8.1,1.9,0.6
hh_with_children,all_quintiles,2012,19.2,8.7,7.7,2.1,0.6
hh_with_children,all_quintiles,2013,21.5,9.3,9.2,2.3,0.7
hh_with_children,all_quintiles,2014,21.9,9.7,9.0,2.5,0.7
hh_with_children,all_quintiles,2015,22.1,10.1,8.9,2.4,0.7
hh_with_children,all_quintiles,2016,21.8,9.8,9.2,2.2,0.7
hh_with_children,all_quintiles,2017,21.8,10.4,9.1,1.6,0.7
hh_with_children,lowest_quintile,1979,14.0,0.7,9.7,1.7,1.9
hh_with_children,lowest_quintile,1980,14.0,1.3,9.7,1.4,1.6
hh_with_children,lowest_quintile,1981,15.1,1.9,10.6,1.1,1.5
hh_with_children,lowest_quintile,1982,14.5,1.6,10.5,0.7,1.7
hh_with_children,lowest_quintile,1983,15.4,1.4,10.7,0.9,2.4
hh_with_children,lowest_quintile,1984,16.8,1.9,11.2,1.0,2.7
hh_with_children,lowest_quintile,1985,16.7,1.7,11.5,0.9,2.5
hh_with_children,lowest_quintile,1986,16.1,1.6,11.4,0.9,2.2
hh_with_children,lowest_quintile,1987,14.0,-0.5,11.2,1.1,2.2
hh_with_children,lowest_quintile,1988,13.5,-1.4,11.7,1.2,2.1
hh_with_children,lowest_quintile,1989,12.4,-2.3,11.7,1.1,1.9
hh_with_children,lowest_quintile,1990,14.5,-0.8,12.3,1.0,2.0
hh_with_children,lowest_quintile,1991,14.0,-1.5,12.3,1.0,2.3
hh_with_children,lowest_quintile,1992,13.4,-2.1,12.1,1.0,2.3
hh_with_children,lowest_quintile,1993,13.5,-2.3,12.1,1.2,2.6
hh_with_children,lowest_quintile,1994,11.6,-4.4,12.1,1.3,2.6
hh_with_children,lowest_quintile,1995,11.2,-5.0,12.4,1.4,2.4
hh_with_children,lowest_quintile,1996,10.4,-5.5,12.3,1.4,2.3
hh_with_children,lowest_quintile,1997,10.6,-5.2,12.3,1.3,2.2
hh_with_children,lowest_quintile,1998,9.9,-6.0,12.6,1.1,2.2
hh_with_children,lowest_quintile,1999,10.1,-5.6,12.3,1.1,2.3
hh_with_children,lowest_quintile,2000,8.8,-6.7,12.4,1.1,2.0
hh_with_children,lowest_quintile,2001,7.8,-7.6,12.6,0.8,2.1
hh_with_children,lowest_quintile,2002,7.3,-8.0,12.5,0.7,2.1
hh_with_children,lowest_quintile,2003,6.7,-8.6,12.2,1.0,2.1
hh_with_children,lowest_quintile,2004,6.4,-8.7,12.2,1.1,1.8
hh_with_children,lowest_quintile,2005,6.4,-9.4,12.3,1.4,2.0
hh_with_children,lowest_quintile,2006,6.6,-9.2,12.4,1.5,1.9
hh_with_children,lowest_quintile,2007,5.9,-9.4,12.6,1.3,1.4
hh_with_children,lowest_quintile,2008,1.1,-13.9,12.6,0.8,1.5
hh_with_children,lowest_quintile,2009,-0.2,-14.8,12.3,0.7,1.6
hh_with_children,lowest_quintile,2010,0.3,-14.4,12.1,0.9,1.7
hh_with_children,lowest_quintile,2011,0.5,-13.0,10.7,0.8,1.9
hh_with_children,lowest_quintile,2012,0.4,-13.1,10.7,0.9,1.9
hh_with_children,lowest_quintile,2013,2.1,-13.3,12.5,1.1,1.9
hh_with_children,lowest_quintile,2014,3.1,-12.6,12.6,1.1,1.9
hh_with_children,lowest_quintile,2015,3.0,-12.6,12.7,1.1,1.9
hh_with_children,lowest_quintile,2016,3.7,-11.7,12.7,1.0,1.7
hh_with_children,lowest_quintile,2017,3.3,-11.9,12.7,0.8,1.7
hh_with_children,second_quintile,1979,18.0,5.6,9.7,1.5,1.2
hh_with_children,second_quintile,1980,18.2,6.1,9.7,1.2,1.1
hh_with_children,second_quintile,1981,19.2,6.7,10.5,1.0,1.0
hh_with_children,second_quintile,1982,18.0,5.9,10.4,0.6,1.1
hh_with_children,second_quintile,1983,17.9,5.4,10.4,0.8,1.3
hh_with_children,second_quintile,1984,18.9,5.6,11.1,0.9,1.4
hh_with_children,second_quintile,1985,18.6,5.3,11.1,0.8,1.4
hh_with_children,second_quintile,1986,18.9,5.4,11.3,0.8,1.3
hh_with_children,second_quintile,1987,18.0,4.4,11.2,1.1,1.3
hh_with_children,second_quintile,1988,18.4,4.2,11.7,1.1,1.3
hh_with_children,second_quintile,1989,17.9,4.0,11.7,1.0,1.2
hh_with_children,second_quintile,1990,18.8,4.5,12.1,1.0,1.2
hh_with_children,second_quintile,1991,18.1,3.9,11.9,0.9,1.4
hh_with_children,second_quintile,1992,17.7,3.6,11.7,1.0,1.5
hh_with_children,second_quintile,1993,17.7,3.3,11.7,1.1,1.6
hh_with_children,second_quintile,1994,17.1,2.6,11.6,1.2,1.7
hh_with_children,second_quintile,1995,17.2,2.6,11.8,1.2,1.6
hh_with_children,second_quintile,1996,16.8,2.2,11.7,1.3,1.6
hh_with_children,second_quintile,1997,17.1,2.5,11.9,1.2,1.5
hh_with_children,second_quintile,1998,15.9,1.4,11.9,1.1,1.5
hh_with_children,second_quintile,1999,16.0,1.4,11.9,1.1,1.6
hh_with_children,second_quintile,2000,15.8,1.5,11.9,1.1,1.4
hh_with_children,second_quintile,2001,14.0,0.0,11.9,0.7,1.4
hh_with_children,second_quintile,2002,13.3,-0.5,11.8,0.7,1.4
hh_with_children,second_quintile,2003,12.0,-1.9,11.7,0.9,1.4
hh_with_children,second_quintile,2004,12.2,-1.6,11.5,1.0,1.3
hh_with_children,second_quintile,2005,12.0,-2.2,11.5,1.4,1.3
hh_with_children,second_quintile,2006,12.2,-1.9,11.5,1.5,1.2
hh_with_children,second_quintile,2007,12.6,-1.4,11.7,1.3,1.0
hh_with_children,second_quintile,2008,8.9,-4.5,11.6,0.8,1.0
hh_with_children,second_quintile,2009,8.2,-4.9,11.4,0.6,1.0
hh_with_children,second_quintile,2010,8.4,-4.9,11.4,0.8,1.1
hh_with_children,second_quintile,2011,8.4,-3.5,9.9,0.8,1.2
hh_with_children,second_quintile,2012,8.6,-3.5,9.9,0.9,1.2
hh_with_children,second_quintile,2013,10.4,-3.2,11.5,1.0,1.2
hh_with_children,second_quintile,2014,10.7,-3.3,11.6,1.1,1.3
hh_with_children,second_quintile,2015,10.8,-3.2,11.7,1.0,1.3
hh_with_children,second_quintile,2016,11.1,-2.7,11.7,1.0,1.2
hh_with_children,second_quintile,2017,11.1,-2.5,11.7,0.7,1.2
hh_with_children,middle_quintile,1979,20.6,8.5,9.5,1.6,1.0
hh_with_children,middle_quintile,1980,20.9,9.1,9.6,1.3,0.9
hh_with_children,middle_quintile,1981,21.9,9.6,10.4,1.0,0.8
hh_with_children,middle_quintile,1982,20.8,8.8,10.5,0.6,0.8
hh_with_children,middle_quintile,1983,20.2,7.9,10.4,0.8,1.0
hh_with_children,middle_quintile,1984,20.7,7.8,10.9,1.0,1.0
hh_with_children,middle_quintile,1985,20.8,7.7,11.2,0.9,1.0
hh_with_children,middle_quintile,1986,21.0,7.7,11.4,0.9,1.0
hh_with_children,middle_quintile,1987,20.2,6.7,11.4,1.2,1.0
hh_with_children,middle_quintile,1988,20.7,6.7,11.8,1.2,1.0
hh_with_children,middle_quintile,1989,20.6,6.7,11.8,1.1,0.9
hh_with_children,middle_quintile,1990,20.6,6.8,11.9,1.0,0.9
hh_with_children,middle_quintile,1991,20.6,6.6,12.0,1.0,1.1
hh_with_children,middle_quintile,1992,20.2,6.2,11.8,1.0,1.1
hh_with_children,middle_quintile,1993,20.2,6.1,11.8,1.1,1.1
hh_with_children,middle_quintile,1994,20.3,6.0,11.8,1.2,1.2
hh_with_children,middle_quintile,1995,20.1,5.8,11.8,1.3,1.2
hh_with_children,middle_quintile,1996,20.0,5.9,11.7,1.3,1.1
hh_with_children,middle_quintile,1997,20.2,6.0,11.8,1.3,1.1
hh_with_children,middle_quintile,1998,19.3,5.1,11.9,1.2,1.1
hh_with_children,middle_quintile,1999,19.3,5.0,12.0,1.2,1.2
hh_with_children,middle_quintile,2000,19.1,5.1,11.9,1.1,1.1
hh_with_children,middle_quintile,2001,17.5,3.8,11.9,0.8,1.0
hh_with_children,middle_quintile,2002,16.9,3.5,11.7,0.7,1.0
hh_with_children,middle_quintile,2003,15.8,2.3,11.5,0.9,1.0
hh_with_children,middle_quintile,2004,15.9,2.4,11.5,1.1,1.0
hh_with_children,middle_quintile,2005,16.1,2.3,11.3,1.5,0.9
hh_with_children,middle_quintile,2006,16.1,2.4,11.3,1.5,0.8
hh_with_children,middle_quintile,2007,16.0,2.6,11.3,1.3,0.7
hh_with_children,middle_quintile,2008,13.5,0.6,11.4,0.8,0.7
hh_with_children,middle_quintile,2009,13.1,0.5,11.2,0.6,0.8
hh_with_children,middle_quintile,2010,13.5,0.7,11.1,0.9,0.8
hh_with_children,middle_quintile,2011,13.2,1.8,9.7,0.9,0.8
hh_with_children,middle_quintile,2012,13.4,1.9,9.7,0.9,0.8
hh_with_children,middle_quintile,2013,15.2,2.1,11.2,1.1,0.8
hh_with_children,middle_quintile,2014,15.3,2.0,11.2,1.2,1.0
hh_with_children,middle_quintile,2015,15.6,2.3,11.3,1.1,1.0
hh_with_children,middle_quintile,2016,15.5,2.3,11.4,1.0,0.9
hh_with_children,middle_quintile,2017,15.6,2.5,11.4,0.8,0.9
hh_with_children,fourth_quintile,1979,22.0,10.6,8.8,1.8,0.9
hh_with_children,fourth_quintile,1980,22.4,11.4,8.9,1.5,0.7
hh_with_children,fourth_quintile,1981,23.4,11.9,9.7,1.2,0.7
hh_with_children,fourth_quintile,1982,22.0,10.8,9.8,0.7,0.7
hh_with_children,fourth_quintile,1983,21.7,9.9,10.0,0.9,0.8
hh_with_children,fourth_quintile,1984,21.9,9.6,10.4,1.0,0.9
hh_with_children,fourth_quintile,1985,22.0,9.5,10.7,0.9,0.9
hh_with_children,fourth_quintile,1986,22.2,9.6,10.8,1.0,0.8
hh_with_children,fourth_quintile,1987,21.7,8.7,10.9,1.3,0.8
hh_with_children,fourth_quintile,1988,22.2,8.8,11.3,1.2,0.8
hh_with_children,fourth_quintile,1989,22.1,8.9,11.3,1.2,0.8
hh_with_children,fourth_quintile,1990,22.2,8.8,11.5,1.1,0.8
hh_with_children,fourth_quintile,1991,22.2,8.6,11.6,1.0,0.9
hh_with_children,fourth_quintile,1992,22.0,8.4,11.6,1.1,0.9
hh_with_children,fourth_quintile,1993,22.1,8.4,11.5,1.3,0.9
hh_with_children,fourth_quintile,1994,22.3,8.3,11.6,1.3,1.0
hh_with_children,fourth_quintile,1995,22.3,8.2,11.6,1.5,1.0
hh_with_children,fourth_quintile,1996,22.1,8.3,11.6,1.4,0.8
hh_with_children,fourth_quintile,1997,22.3,8.5,11.6,1.4,0.8
hh_with_children,fourth_quintile,1998,21.8,8.0,11.7,1.3,0.8
hh_with_children,fourth_quintile,1999,21.8,8.0,11.6,1.3,0.9
hh_with_children,fourth_quintile,2000,22.0,8.2,11.7,1.3,0.9
hh_with_children,fourth_quintile,2001,20.6,7.1,11.8,0.9,0.8
hh_with_children,fourth_quintile,2002,20.0,6.7,11.6,0.8,0.8
hh_with_children,fourth_quintile,2003,18.5,5.3,11.4,1.0,0.8
hh_with_children,fourth_quintile,2004,18.7,5.4,11.3,1.2,0.8
hh_with_children,fourth_quintile,2005,19.0,5.5,11.2,1.6,0.8
hh_with_children,fourth_quintile,2006,19.0,5.5,11.1,1.7,0.7
hh_with_children,fourth_quintile,2007,19.0,5.8,11.1,1.5,0.6
hh_with_children,fourth_quintile,2008,17.2,4.5,11.3,0.9,0.6
hh_with_children,fourth_quintile,2009,16.7,4.3,11.1,0.7,0.6
hh_with_children,fourth_quintile,2010,17.2,4.7,11.0,0.9,0.6
hh_with_children,fourth_quintile,2011,16.9,5.7,9.6,0.9,0.6
hh_with_children,fourth_quintile,2012,17.3,5.9,9.7,1.0,0.6
hh_with_children,fourth_quintile,2013,19.2,6.2,11.1,1.2,0.6
hh_with_children,fourth_quintile,2014,19.5,6.3,11.2,1.3,0.7
hh_with_children,fourth_quintile,2015,19.6,6.5,11.1,1.2,0.7
hh_with_children,fourth_quintile,2016,19.7,6.7,11.2,1.1,0.7
hh_with_children,fourth_quintile,2017,19.8,7.0,11.2,0.9,0.7
hh_with_children,highest_quintile,1979,25.4,15.5,5.2,4.0,0.7
hh_with_children,highest_quintile,1980,25.5,16.2,5.4,3.3,0.6
hh_with_children,highest_quintile,1981,25.3,16.3,5.9,2.6,0.5
hh_with_children,highest_quintile,1982,23.2,14.9,6.3,1.5,0.5
hh_with_children,highest_quintile,1983,23.2,14.2,6.3,2.1,0.6
hh_with_children,highest_quintile,1984,23.1,13.8,6.4,2.2,0.7
hh_with_children,highest_quintile,1985,22.9,13.5,6.7,2.0,0.7
hh_with_children,highest_quintile,1986,23.0,14.3,6.0,2.2,0.6
hh_with_children,highest_quintile,1987,25.2,15.4,6.6,2.6,0.6
hh_with_children,highest_quintile,1988,24.8,15.2,6.6,2.4,0.6
hh_with_children,highest_quintile,1989,24.6,15.1,6.5,2.5,0.5
hh_with_children,highest_quintile,1990,24.5,14.6,7.1,2.2,0.6
hh_with_children,highest_quintile,1991,25.3,14.8,7.7,2.1,0.6
hh_with_children,highest_quintile,1992,25.4,15.0,7.4,2.3,0.6
hh_with_children,highest_quintile,1993,26.8,15.9,7.5,2.7,0.6
hh_with_children,highest_quintile,1994,27.3,15.9,7.9,2.9,0.7
hh_with_children,highest_quintile,1995,27.9,16.7,7.4,3.1,0.6
hh_with_children,highest_quintile,1996,28.1,17.3,7.2,3.1,0.5
hh_with_children,highest_quintile,1997,28.2,17.5,7.0,3.2,0.5
hh_with_children,highest_quintile,1998,28.0,17.8,6.8,2.9,0.5
hh_with_children,highest_quintile,1999,28.5,18.5,6.6,2.9,0.5
hh_with_children,highest_quintile,2000,28.6,18.9,6.4,2.8,0.5
hh_with_children,highest_quintile,2001,27.5,17.7,7.1,2.2,0.5
hh_with_children,highest_quintile,2002,26.7,16.8,7.4,2.0,0.5
hh_with_children,highest_quintile,2003,25.4,15.0,7.1,2.8,0.5
hh_with_children,highest_quintile,2004,25.7,15.2,6.7,3.3,0.4
hh_with_children,highest_quintile,2005,26.1,15.4,6.3,4.1,0.4
hh_with_children,highest_quintile,2006,26.3,15.6,5.9,4.5,0.3
hh_with_children,highest_quintile,2007,25.8,16.0,5.7,3.8,0.3
hh_with_children,highest_quintile,2008,24.8,15.5,6.4,2.5,0.3
hh_with_children,highest_quintile,2009,24.5,14.9,7.3,2.0,0.3
hh_with_children,highest_quintile,2010,25.3,15.3,6.6,3.1,0.3
hh_with_children,highest_quintile,2011,24.8,15.6,6.0,2.8,0.3
hh_with_children,highest_quintile,2012,25.2,16.3,5.5,3.1,0.3
hh_with_children,highest_quintile,2013,27.9,17.5,6.7,3.4,0.3
hh_with_children,highest_quintile,2014,28.4,18.0,6.4,3.6,0.4
hh_with_children,highest_quintile,2015,28.5,18.4,6.3,3.4,0.4
hh_with_children,highest_quintile,2016,28.1,18.0,6.6,3.2,0.4
hh_with_children,highest_quintile,2017,27.8,18.6,6.5,2.3,0.3
hh_with_children,percentiles_81_90,1979,23.1,12.6,7.5,2.2,0.8
hh_with_children,percentiles_81_90,1980,23.8,13.6,7.7,1.8,0.7
hh_with_children,percentiles_81_90,1981,24.5,14.0,8.5,1.4,0.6
hh_with_children,percentiles_81_90,1982,22.9,12.7,8.7,0.9,0.6
hh_with_children,percentiles_81_90,1983,22.4,11.6,9.0,1.1,0.7
hh_with_children,percentiles_81_90,1984,22.4,11.1,9.4,1.2,0.8
hh_with_children,percentiles_81_90,1985,22.7,11.2,9.6,1.1,0.8
hh_with_children,percentiles_81_90,1986,22.9,11.2,9.8,1.1,0.7
hh_with_children,percentiles_81_90,1987,23.0,10.9,9.8,1.5,0.8
hh_with_children,percentiles_81_90,1988,23.0,10.8,10.1,1.4,0.7
hh_with_children,percentiles_81_90,1989,23.0,10.9,10.0,1.4,0.7
hh_with_children,percentiles_81_90,1990,23.3,10.9,10.4,1.3,0.7
hh_with_children,percentiles_81_90,1991,23.5,10.7,10.8,1.2,0.8
hh_with_children,percentiles_81_90,1992,23.3,10.5,10.7,1.3,0.8
hh_with_children,percentiles_81_90,1993,23.2,10.5,10.5,1.5,0.8
hh_with_children,percentiles_81_90,1994,23.6,10.5,10.7,1.6,0.8
hh_with_children,percentiles_81_90,1995,23.7,10.6,10.7,1.6,0.9
hh_with_children,percentiles_81_90,1996,23.6,10.8,10.5,1.7,0.7
hh_with_children,percentiles_81_90,1997,24.0,11.1,10.6,1.7,0.7
hh_with_children,percentiles_81_90,1998,23.8,10.9,10.7,1.5,0.7
hh_with_children,percentiles_81_90,1999,24.1,11.2,10.6,1.5,0.8
hh_with_children,percentiles_81_90,2000,24.3,11.4,10.6,1.5,0.8
hh_with_children,percentiles_81_90,2001,23.2,10.5,11.1,1.0,0.7
hh_with_children,percentiles_81_90,2002,22.3,9.9,10.8,0.9,0.7
hh_with_children,percentiles_81_90,2003,21.0,8.4,10.7,1.2,0.7
hh_with_children,percentiles_81_90,2004,21.3,8.6,10.6,1.5,0.7
hh_with_children,percentiles_81_90,2005,21.5,8.7,10.3,1.8,0.6
hh_with_children,percentiles_81_90,2006,21.5,8.8,10.2,2.0,0.5
hh_with_children,percentiles_81_90,2007,21.4,9.0,10.2,1.7,0.5
hh_with_children,percentiles_81_90,2008,20.2,8.2,10.5,1.0,0.5
hh_with_children,percentiles_81_90,2009,20.1,8.1,10.7,0.8,0.5
hh_with_children,percentiles_81_90,2010,20.4,8.4,10.5,1.1,0.5
hh_with_children,percentiles_81_90,2011,19.9,9.2,9.1,1.1,0.5
hh_with_children,percentiles_81_90,2012,20.3,9.5,9.1,1.2,0.5
hh_with_children,percentiles_81_90,2013,22.2,9.8,10.5,1.5,0.5
hh_with_children,percentiles_81_90,2014,22.5,9.9,10.4,1.5,0.6
hh_with_children,percentiles_81_90,2015,22.7,10.3,10.3,1.4,0.6
hh_with_children,percentiles_81_90,2016,22.6,10.3,10.3,1.3,0.6
hh_with_children,percentiles_81_90,2017,22.7,10.7,10.4,1.0,0.6
hh_with_children,percentiles_91_95,1979,23.9,14.3,6.0,2.9,0.7
hh_with_children,percentiles_91_95,1980,24.3,15.1,6.2,2.4,0.6
hh_with_children,percentiles_91_95,1981,24.6,15.4,6.9,1.8,0.6
hh_with_children,percentiles_91_95,1982,22.8,13.9,7.2,1.1,0.6
hh_with_children,percentiles_91_95,1983,22.3,12.7,7.5,1.4,0.7
hh_with_children,percentiles_91_95,1984,22.3,12.1,8.0,1.5,0.7
hh_with_children,percentiles_91_95,1985,22.4,12.3,8.0,1.4,0.7
hh_with_children,percentiles_91_95,1986,22.6,12.5,8.0,1.3,0.7
hh_with_children,percentiles_91_95,1987,24.0,13.1,8.5,1.7,0.7
hh_with_children,percentiles_91_95,1988,23.6,12.8,8.5,1.6,0.7
hh_with_children,percentiles_91_95,1989,23.7,12.9,8.5,1.7,0.6
hh_with_children,percentiles_91_95,1990,23.5,12.4,8.8,1.6,0.7
hh_with_children,percentiles_91_95,1991,24.0,12.5,9.3,1.5,0.7
hh_with_children,percentiles_91_95,1992,23.9,12.4,9.2,1.5,0.7
hh_with_children,percentiles_91_95,1993,24.3,12.4,9.3,1.8,0.8
hh_with_children,percentiles_91_95,1994,24.6,12.6,9.3,1.9,0.8
hh_with_children,percentiles_91_95,1995,24.9,12.8,9.4,2.0,0.7
hh_with_children,percentiles_91_95,1996,25.1,13.2,9.3,2.0,0.7
hh_with_children,percentiles_91_95,1997,25.1,13.4,9.0,2.1,0.7
hh_with_children,percentiles_91_95,1998,25.3,13.8,9.1,1.8,0.6
hh_with_children,percentiles_91_95,1999,25.6,14.2,9.0,1.8,0.7
hh_with_children,percentiles_91_95,2000,25.7,14.2,9.0,1.8,0.7
hh_with_children,percentiles_91_95,2001,25.0,13.7,9.5,1.2,0.6
hh_with_children,percentiles_91_95,2002,24.1,12.8,9.6,1.1,0.6
hh_with_children,percentiles_91_95,2003,22.7,11.3,9.4,1.5,0.6
hh_with_children,percentiles_91_95,2004,22.9,11.4,9.2,1.7,0.6
hh_with_children,percentiles_91_95,2005,23.3,11.7,8.9,2.2,0.5
hh_with_children,percentiles_91_95,2006,23.5,11.9,8.7,2.4,0.5
hh_with_children,percentiles_91_95,2007,23.3,12.2,8.7,2.0,0.4
hh_with_children,percentiles_91_95,2008,22.6,11.9,9.1,1.2,0.4
hh_with_children,percentiles_91_95,2009,22.2,11.3,9.5,1.0,0.4
hh_with_children,percentiles_91_95,2010,22.7,11.7,9.3,1.3,0.4
hh_with_children,percentiles_91_95,2011,22.0,12.2,8.1,1.3,0.4
hh_with_children,percentiles_91_95,2012,22.6,12.7,8.0,1.4,0.4
hh_with_children,percentiles_91_95,2013,24.1,12.8,9.2,1.6,0.4
hh_with_children,percentiles_91_95,2014,24.7,13.3,9.1,1.8,0.5
hh_with_children,percentiles_91_95,2015,24.8,13.6,9.0,1.7,0.5
hh_with_children,percentiles_91_95,2016,24.8,13.7,9.0,1.6,0.5
hh_with_children,percentiles_91_95,2017,25.1,14.3,9.2,1.2,0.5
hh_with_children,percentiles_96_99,1979,26.2,17.6,3.7,4.3,0.6
hh_with_children,percentiles_96_99,1980,26.4,18.4,4.0,3.4,0.6
hh_with_children,percentiles_96_99,1981,25.9,18.4,4.3,2.7,0.5
hh_with_children,percentiles_96_99,1982,23.9,17.1,4.9,1.4,0.5
hh_with_children,percentiles_96_99,1983,22.9,15.3,5.2,1.9,0.6
hh_with_children,percentiles_96_99,1984,22.8,14.7,5.4,2.0,0.6
hh_with_children,percentiles_96_99,1985,22.5,14.4,5.5,1.9,0.6
hh_with_children,percentiles_96_99,1986,22.9,15.5,5.1,1.8,0.6
hh_with_children,percentiles_96_99,1987,25.1,16.5,5.4,2.6,0.6
hh_with_children,percentiles_96_99,1988,24.9,16.4,5.6,2.3,0.5
hh_with_children,percentiles_96_99,1989,24.7,16.2,5.7,2.2,0.5
hh_with_children,percentiles_96_99,1990,24.7,16.2,5.8,2.1,0.6
hh_with_children,percentiles_96_99,1991,25.6,16.1,6.9,2.0,0.6
hh_with_children,percentiles_96_99,1992,25.6,16.2,6.7,2.1,0.6
hh_with_children,percentiles_96_99,1993,27.0,16.8,7.1,2.4,0.6
hh_with_children,percentiles_96_99,1994,27.4,17.0,7.3,2.4,0.6
hh_with_children,percentiles_96_99,1995,27.6,17.6,6.7,2.7,0.6
hh_with_children,percentiles_96_99,1996,28.0,18.3,6.6,2.7,0.5
hh_with_children,percentiles_96_99,1997,28.4,18.8,6.5,2.7,0.5
hh_with_children,percentiles_96_99,1998,28.4,19.3,6.4,2.4,0.4
hh_with_children,percentiles_96_99,1999,29.1,19.9,6.3,2.4,0.6
hh_with_children,percentiles_96_99,2000,29.1,20.1,6.4,2.2,0.5
hh_with_children,percentiles_96_99,2001,27.8,19.0,6.6,1.6,0.5
hh_with_children,percentiles_96_99,2002,27.0,18.2,6.9,1.5,0.5
hh_with_children,percentiles_96_99,2003,26.0,16.6,6.8,2.1,0.4
hh_with_children,percentiles_96_99,2004,26.4,17.0,6.6,2.4,0.4
hh_with_children,percentiles_96_99,2005,27.1,17.5,6.1,3.0,0.4
hh_with_children,percentiles_96_99,2006,27.0,17.5,6.0,3.2,0.3
hh_with_children,percentiles_96_99,2007,26.7,17.9,5.9,2.6,0.3
hh_with_children,percentiles_96_99,2008,26.1,17.7,6.4,1.6,0.3
hh_with_children,percentiles_96_99,2009,25.7,17.0,7.1,1.3,0.3
hh_with_children,percentiles_96_99,2010,26.2,17.3,6.9,1.7,0.3
hh_with_children,percentiles_96_99,2011,25.9,17.9,6.0,1.7,0.3
hh_with_children,percentiles_96_99,2012,26.3,18.4,5.7,1.8,0.3
hh_with_children,percentiles_96_99,2013,28.0,18.7,6.7,2.3,0.3
hh_with_children,percentiles_96_99,2014,28.5,19.2,6.6,2.4,0.4
hh_with_children,percentiles_96_99,2015,28.6,19.5,6.5,2.1,0.4
hh_with_children,percentiles_96_99,2016,28.6,19.7,6.6,2.0,0.3
hh_with_children,percentiles_96_99,2017,28.6,20.0,6.6,1.6,0.3
hh_with_children,top_1_percent,1979,31.4,20.8,1.0,9.2,0.4
hh_with_children,top_1_percent,1980,29.2,20.4,1.1,7.3,0.4
hh_with_children,top_1_percent,1981,27.1,19.5,1.2,6.0,0.4
hh_with_children,top_1_percent,1982,23.5,17.8,1.7,3.7,0.3
hh_with_children,top_1_percent,1983,25.5,19.0,1.5,4.5,0.4
hh_with_children,top_1_percent,1984,25.3,18.6,1.6,4.7,0.5
hh_with_children,top_1_percent,1985,24.2,17.7,1.6,4.4,0.5
hh_with_children,top_1_percent,1986,23.6,18.0,1.0,4.3,0.3
hh_with_children,top_1_percent,1987,29.7,22.7,1.7,4.9,0.4
hh_with_children,top_1_percent,1988,27.9,21.7,1.4,4.5,0.3
hh_with_children,top_1_percent,1989,27.3,21.0,1.5,4.6,0.3
hh_with_children,top_1_percent,1990,27.2,20.7,1.9,4.3,0.3
hh_with_children,top_1_percent,1991,28.8,21.9,2.3,4.3,0.4
hh_with_children,top_1_percent,1992,29.5,22.5,1.9,4.7,0.4
hh_with_children,top_1_percent,1993,33.8,25.6,2.2,5.7,0.4
hh_with_children,top_1_percent,1994,34.9,25.5,3.1,6.0,0.4
hh_with_children,top_1_percent,1995,35.5,26.2,2.6,6.4,0.3
hh_with_children,top_1_percent,1996,35.3,26.6,2.5,6.0,0.2
hh_with_children,top_1_percent,1997,34.4,25.9,2.4,5.9,0.2
hh_with_children,top_1_percent,1998,33.1,25.4,2.3,5.3,0.2
hh_with_children,top_1_percent,1999,33.4,26.1,2.1,5.1,0.2
hh_with_children,top_1_percent,2000,33.0,26.0,2.0,4.8,0.2
hh_with_children,top_1_percent,2001,32.8,25.9,2.4,4.3,0.2
hh_with_children,top_1_percent,2002,32.8,25.9,2.6,4.1,0.2
hh_with_children,top_1_percent,2003,30.9,22.5,2.4,5.8,0.2
hh_with_children,top_1_percent,2004,30.5,21.6,2.1,6.5,0.2
