household_type,income_group,year,all_means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
hh_with_children,all_quintiles,1989,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1990,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1991,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1992,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1993,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1994,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1995,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1996,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1997,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1998,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1999,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2000,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2001,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2002,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2003,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2004,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2005,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2006,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2007,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2008,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2009,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2010,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2011,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2012,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2013,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2014,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2015,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2016,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2017,100.0,100.0,100.0,100.0,100.0
hh_with_children,lowest_quintile,1979,52.3,51.1,63.0,27.5,52.4
hh_with_children,lowest_quintile,1980,48.7,46.7,59.3,22.5,49.1
hh_with_children,lowest_quintile,1981,50.6,48.3,61.1,25.1,50.3
hh_with_children,lowest_quintile,1982,53.6,50.0,63.6,26.7,55.2
hh_with_children,lowest_quintile,1983,56.3,53.9,66.8,24.9,57.0
hh_with_children,lowest_quintile,1984,52.9,50.8,61.5,30.0,54.0
hh_with_children,lowest_quintile,1985,55.9,52.2,66.0,31.4,57.9
hh_with_children,lowest_quintile,1986,56.3,54.1,66.5,29.3,58.0
hh_with_children,lowest_quintile,1987,62.8,58.5,74.9,33.7,66.2
hh_with_children,lowest_quintile,1988,60.1,55.3,73.0,28.9,64.2
hh_with_children,lowest_quintile,1989,56.0,52.0,70.0,27.2,59.1
hh_with_children,lowest_quintile,1990,52.2,48.3,65.7,21.9,56.0
hh_with_children,lowest_quintile,1991,48.9,45.8,60.0,22.0,52.0
hh_with_children,lowest_quintile,1992,41.8,40.4,54.2,17.9,43.4
hh_with_children,lowest_quintile,1993,41.1,39.1,53.4,17.3,44.3
hh_with_children,lowest_quintile,1994,40.9,38.5,54.9,24.2,41.9
hh_with_children,lowest_quintile,1995,38.5,36.6,51.9,23.0,39.5
hh_with_children,lowest_quintile,1996,35.5,34.3,48.2,20.5,36.1
hh_with_children,lowest_quintile,1997,31.6,32.2,43.7,15.5,31.2
hh_with_children,lowest_quintile,1998,34.6,35.0,45.5,21.4,34.1
hh_with_children,lowest_quintile,1999,33.9,34.5,45.8,17.0,34.0
hh_with_children,lowest_quintile,2000,34.2,35.4,46.7,17.9,32.8
hh_with_children,lowest_quintile,2001,36.4,36.4,49.7,21.2,36.8
hh_with_children,lowest_quintile,2002,32.6,33.3,45.0,15.1,31.7
hh_with_children,lowest_quintile,2003,32.6,32.8,47.4,14.9,31.1
hh_with_children,lowest_quintile,2004,32.2,32.5,48.5,15.3,27.8
hh_with_children,lowest_quintile,2005,33.3,32.6,47.7,17.1,32.9
hh_with_children,lowest_quintile,2006,35.2,35.0,50.5,18.7,32.1
hh_with_children,lowest_quintile,2007,34.6,34.1,50.2,19.0,32.9
hh_with_children,lowest_quintile,2008,33.6,33.0,47.5,18.2,32.4
hh_with_children,lowest_quintile,2009,32.8,31.9,46.2,15.1,30.6
hh_with_children,lowest_quintile,2010,32.4,31.4,44.5,16.8,29.3
hh_with_children,lowest_quintile,2011,33.3,31.5,46.6,16.9,31.1
hh_with_children,lowest_quintile,2012,34.9,33.0,48.8,19.6,32.6
hh_with_children,lowest_quintile,2013,34.4,32.9,47.5,18.1,33.2
hh_with_children,lowest_quintile,2014,33.2,32.8,45.4,15.1,30.9
hh_with_children,lowest_quintile,2015,32.8,32.3,44.9,16.6,30.1
hh_with_children,lowest_quintile,2016,32.7,32.1,46.4,14.9,30.6
hh_with_children,lowest_quintile,2017,34.5,34.0,48.0,17.0,32.1
hh_with_children,second_quintile,1979,28.5,28.8,25.3,40.0,28.0
hh_with_children,second_quintile,1980,31.8,32.4,28.3,44.5,31.0
hh_with_children,second_quintile,1981,30.0,30.2,25.5,37.8,31.0
hh_with_children,second_quintile,1982,31.9,32.5,28.1,47.7,30.8
hh_with_children,second_quintile,1983,31.5,32.0,25.2,52.2,31.3
hh_with_children,second_quintile,1984,30.4,30.5,26.2,37.2,31.2
hh_with_children,second_quintile,1985,30.2,31.3,26.4,39.2,29.8
hh_with_children,second_quintile,1986,29.8,30.1,25.7,41.4,29.5
hh_with_children,second_quintile,1987,25.3,27.9,18.7,42.1,23.0
hh_with_children,second_quintile,1988,26.0,27.5,19.3,40.1,24.9
hh_with_children,second_quintile,1989,29.3,30.6,22.0,42.2,28.8
hh_with_children,second_quintile,1990,31.3,32.1,25.2,41.6,31.1
hh_with_children,second_quintile,1991,31.8,31.6,27.6,37.9,32.8
hh_with_children,second_quintile,1992,35.5,34.0,31.6,39.2,38.5
hh_with_children,second_quintile,1993,35.6,35.0,31.7,37.7,37.7
hh_with_children,second_quintile,1994,34.5,33.1,30.1,36.0,37.8
hh_with_children,second_quintile,1995,34.8,33.2,31.5,34.9,38.6
hh_with_children,second_quintile,1996,38.3,36.2,35.4,38.8,42.4
hh_with_children,second_quintile,1997,40.5,37.0,38.7,38.4,47.8
hh_with_children,second_quintile,1998,39.2,36.6,38.1,39.6,44.8
hh_with_children,second_quintile,1999,38.6,35.8,38.6,38.4,45.3
hh_with_children,second_quintile,2000,37.2,34.0,37.2,38.0,46.1
hh_with_children,second_quintile,2001,35.8,33.3,35.9,39.4,42.4
hh_with_children,second_quintile,2002,35.8,33.4,36.7,35.8,43.8
hh_with_children,second_quintile,2003,34.8,32.9,35.9,35.2,41.6
hh_with_children,second_quintile,2004,34.5,32.1,34.3,32.7,45.6
hh_with_children,second_quintile,2005,36.2,34.3,35.9,38.7,43.2
hh_with_children,second_quintile,2006,35.6,33.6,34.5,39.3,42.7
hh_with_children,second_quintile,2007,35.0,33.3,34.0,37.9,41.8
hh_with_children,second_quintile,2008,34.3,32.7,34.3,35.2,40.9
hh_with_children,second_quintile,2009,33.7,31.8,34.6,34.6,41.0
hh_with_children,second_quintile,2010,34.8,33.2,34.5,33.8,42.6
hh_with_children,second_quintile,2011,34.8,33.3,33.8,37.7,41.0
hh_with_children,second_quintile,2012,33.9,32.8,33.6,34.1,39.8
hh_with_children,second_quintile,2013,33.5,32.8,32.9,34.8,37.2
hh_with_children,second_quintile,2014,32.8,31.9,33.5,33.8,37.5
hh_with_children,second_quintile,2015,33.7,32.9,33.7,35.7,38.8
hh_with_children,second_quintile,2016,32.4,31.8,31.8,34.1,37.3
hh_with_children,second_quintile,2017,31.9,31.4,31.3,31.2,36.8
hh_with_children,middle_quintile,1979,10.1,10.2,6.8,17.4,10.3
hh_with_children,middle_quintile,1980,11.1,11.9,7.7,18.7,11.0
hh_with_children,middle_quintile,1981,10.8,11.9,8.2,18.9,10.3
hh_with_children,middle_quintile,1982,8.3,9.5,5.0,15.3,8.1
hh_with_children,middle_quintile,1983,6.7,8.0,4.6,12.5,6.2
hh_with_children,middle_quintile,1984,9.5,10.8,6.9,19.3,8.3
hh_with_children,middle_quintile,1985,7.5,9.2,4.2,17.6,6.2
hh_with_children,middle_quintile,1986,7.7,9.1,4.6,16.2,6.6
hh_with_children,middle_quintile,1987,6.7,7.6,3.3,14.3,6.0
hh_with_children,middle_quintile,1988,7.6,9.4,3.9,17.0,6.0
hh_with_children,middle_quintile,1989,8.0,9.4,4.2,18.3,6.5
hh_with_children,middle_quintile,1990,10.4,12.0,5.9,22.5,8.5
hh_with_children,middle_quintile,1991,11.4,13.3,7.6,25.3,8.6
hh_with_children,middle_quintile,1992,14.0,15.3,9.1,27.4,11.5
hh_with_children,middle_quintile,1993,14.8,15.9,10.2,26.7,12.2
hh_with_children,middle_quintile,1994,15.4,17.0,9.9,24.6,13.5
hh_with_children,middle_quintile,1995,17.1,18.6,11.2,27.9,14.6
hh_with_children,middle_quintile,1996,17.2,18.3,11.8,26.3,15.1
hh_with_children,middle_quintile,1997,19.1,20.1,13.7,29.9,15.8
hh_with_children,middle_quintile,1998,17.5,18.2,12.8,25.9,14.9
hh_with_children,middle_quintile,1999,17.8,18.3,11.9,27.7,14.9
hh_with_children,middle_quintile,2000,17.6,18.2,11.5,27.4,14.1
hh_with_children,middle_quintile,2001,17.6,18.4,10.9,25.2,14.7
hh_with_children,middle_quintile,2002,20.0,20.3,13.7,30.1,17.4
hh_with_children,middle_quintile,2003,20.2,20.5,12.2,30.1,19.2
hh_with_children,middle_quintile,2004,20.9,21.6,12.5,29.1,19.9
hh_with_children,middle_quintile,2005,19.3,20.3,12.4,25.3,17.3
hh_with_children,middle_quintile,2006,18.1,18.7,11.1,25.7,16.9
hh_with_children,middle_quintile,2007,18.9,19.8,11.6,26.8,16.5
hh_with_children,middle_quintile,2008,19.8,20.7,12.5,28.3,17.7
hh_with_children,middle_quintile,2009,19.9,20.7,13.7,29.3,18.3
hh_with_children,middle_quintile,2010,20.1,21.2,14.0,29.3,18.7
hh_with_children,middle_quintile,2011,19.9,21.2,14.0,27.8,18.6
hh_with_children,middle_quintile,2012,19.7,21.0,12.8,29.4,18.4
hh_with_children,middle_quintile,2013,21.1,21.8,14.3,32.8,20.5
hh_with_children,middle_quintile,2014,20.5,20.9,14.4,31.4,20.3
hh_with_children,middle_quintile,2015,19.8,20.5,13.9,27.4,18.0
hh_with_children,middle_quintile,2016,20.9,21.4,14.5,31.9,18.8
hh_with_children,middle_quintile,2017,20.2,20.7,13.7,31.1,18.3
hh_with_children,fourth_quintile,1979,5.4,5.9,2.4,9.4,5.8
hh_with_children,fourth_quintile,1980,5.0,5.5,2.4,9.8,5.2
hh_with_children,fourth_quintile,1981,4.9,5.7,2.5,12.1,4.7
hh_with_children,fourth_quintile,1982,3.1,4.0,1.3,4.8,3.1
hh_with_children,fourth_quintile,1983,2.4,2.8,1.1,5.7,2.3
hh_with_children,fourth_quintile,1984,3.5,4.0,2.3,6.8,3.2
hh_with_children,fourth_quintile,1985,3.1,3.7,1.0,6.6,3.1
hh_with_children,fourth_quintile,1986,2.8,3.1,1.3,6.9,2.6
hh_with_children,fourth_quintile,1987,2.9,3.6,1.1,6.1,2.5
hh_with_children,fourth_quintile,1988,3.8,4.8,1.5,8.8,3.0
hh_with_children,fourth_quintile,1989,3.8,4.6,1.6,7.4,3.4
hh_with_children,fourth_quintile,1990,3.5,4.5,1.2,9.3,2.4
hh_with_children,fourth_quintile,1991,4.5,5.6,2.5,10.0,3.3
hh_with_children,fourth_quintile,1992,5.5,6.7,3.1,10.8,3.9
hh_with_children,fourth_quintile,1993,5.4,6.3,2.9,12.0,3.6
hh_with_children,fourth_quintile,1994,6.1,7.3,3.4,10.4,4.6
hh_with_children,fourth_quintile,1995,6.0,7.1,3.6,9.2,4.7
hh_with_children,fourth_quintile,1996,6.1,7.5,3.0,10.6,4.2
hh_with_children,fourth_quintile,1997,6.3,7.6,3.0,12.1,3.6
hh_with_children,fourth_quintile,1998,6.2,7.1,2.6,10.1,4.4
hh_with_children,fourth_quintile,1999,6.9,8.2,2.8,11.3,4.0
hh_with_children,fourth_quintile,2000,7.4,8.4,3.1,11.8,4.5
hh_with_children,fourth_quintile,2001,6.9,8.0,2.4,10.0,3.8
hh_with_children,fourth_quintile,2002,8.0,8.9,3.4,13.5,4.4
hh_with_children,fourth_quintile,2003,8.7,9.7,3.1,13.9,6.0
hh_with_children,fourth_quintile,2004,8.5,9.5,3.2,15.8,4.5
hh_with_children,fourth_quintile,2005,7.5,8.5,2.7,13.3,4.2
hh_with_children,fourth_quintile,2006,7.5,8.5,2.6,10.8,5.3
hh_with_children,fourth_quintile,2007,7.7,8.6,2.9,11.2,5.9
hh_with_children,fourth_quintile,2008,7.9,8.9,3.8,11.3,5.6
hh_with_children,fourth_quintile,2009,9.3,10.5,3.6,15.6,6.9
hh_with_children,fourth_quintile,2010,8.8,9.8,4.7,14.4,6.7
hh_with_children,fourth_quintile,2011,8.3,9.5,4.1,12.9,6.7
hh_with_children,fourth_quintile,2012,8.2,9.3,3.6,13.1,6.5
hh_with_children,fourth_quintile,2013,7.7,8.7,3.9,10.1,6.5
hh_with_children,fourth_quintile,2014,9.6,10.2,5.0,15.8,7.9
hh_with_children,fourth_quintile,2015,9.7,10.1,5.6,14.6,9.4
hh_with_children,fourth_quintile,2016,9.9,10.3,5.4,14.6,9.5
hh_with_children,fourth_quintile,2017,9.3,9.6,5.1,15.2,8.8
hh_with_children,highest_quintile,1979,2.6,2.9,1.2,4.5,2.8
hh_with_children,highest_quintile,1980,2.2,2.0,0.9,3.6,2.6
hh_with_children,highest_quintile,1981,1.9,2.3,0.8,4.1,2.0
hh_with_children,highest_quintile,1982,1.7,2.4,0.5,3.7,1.6
hh_with_children,highest_quintile,1983,1.4,1.4,0.5,3.1,1.5
hh_with_children,highest_quintile,1984,1.9,1.9,1.0,4.6,1.8
hh_with_children,highest_quintile,1985,1.7,1.9,0.8,3.4,1.8
hh_with_children,highest_quintile,1986,1.8,1.8,0.7,3.5,2.0
hh_with_children,highest_quintile,1987,1.6,1.5,0.7,3.0,1.7
hh_with_children,highest_quintile,1988,1.6,1.9,0.6,4.3,1.4
hh_with_children,highest_quintile,1989,2.0,2.5,0.8,4.2,1.7
hh_with_children,highest_quintile,1990,1.8,2.3,0.8,4.1,1.3
hh_with_children,highest_quintile,1991,2.4,2.8,1.2,3.9,2.3
hh_with_children,highest_quintile,1992,2.6,3.1,1.4,4.4,2.3
hh_with_children,highest_quintile,1993,2.3,2.8,0.8,5.5,1.6
hh_with_children,highest_quintile,1994,2.5,3.5,0.9,4.0,1.8
hh_with_children,highest_quintile,1995,3.1,4.1,1.3,4.6,2.2
hh_with_children,highest_quintile,1996,2.4,3.2,0.9,3.1,1.7
hh_with_children,highest_quintile,1997,2.2,2.8,0.5,3.9,1.4
hh_with_children,highest_quintile,1998,2.0,2.5,0.5,2.3,1.4
hh_with_children,highest_quintile,1999,2.4,2.7,0.5,5.1,1.4
hh_with_children,highest_quintile,2000,3.1,3.6,1.1,4.4,2.1
hh_with_children,highest_quintile,2001,2.9,3.4,0.7,4.1,2.0
hh_with_children,highest_quintile,2002,3.1,3.5,0.8,4.9,2.4
hh_with_children,highest_quintile,2003,3.1,3.6,0.8,5.4,1.9
hh_with_children,highest_quintile,2004,3.3,3.7,0.7,6.6,1.9
hh_with_children,highest_quintile,2005,3.2,3.7,0.6,5.2,2.0
hh_with_children,highest_quintile,2006,3.2,3.6,0.7,4.9,2.7
hh_with_children,highest_quintile,2007,3.2,3.6,0.8,4.5,2.4
hh_with_children,highest_quintile,2008,3.5,3.9,1.2,6.0,2.7
hh_with_children,highest_quintile,2009,3.7,4.4,1.3,4.8,2.7
hh_with_children,highest_quintile,2010,3.3,3.8,1.6,5.3,2.3
hh_with_children,highest_quintile,2011,3.0,3.8,0.8,4.0,2.1
hh_with_children,highest_quintile,2012,2.8,3.5,0.7,3.2,2.3
hh_with_children,highest_quintile,2013,2.8,3.4,0.8,3.7,2.3
hh_with_children,highest_quintile,2014,3.4,3.9,1.2,3.6,3.0
hh_with_children,highest_quintile,2015,3.8,4.0,1.6,5.4,3.4
hh_with_children,highest_quintile,2016,3.8,4.2,1.4,4.2,3.5
hh_with_children,highest_quintile,2017,3.8,4.0,1.6,5.2,3.6
hh_with_children,percentiles_81_90,1979,1.6,1.8,0.6,3.2,1.7
hh_with_children,percentiles_81_90,1980,1.2,1.2,0.5,2.3,1.4
hh_with_children,percentiles_81_90,1981,1.1,1.4,0.5,2.9,1.0
hh_with_children,percentiles_81_90,1982,0.9,1.2,0.2,2.4,0.8
hh_with_children,percentiles_81_90,1983,0.7,0.7,0.2,2.0,0.7
hh_with_children,percentiles_81_90,1984,1.0,1.1,0.4,2.9,1.0
hh_with_children,percentiles_81_90,1985,0.8,0.9,0.3,2.1,0.8
hh_with_children,percentiles_81_90,1986,1.0,1.1,0.3,2.1,1.0
hh_with_children,percentiles_81_90,1987,0.9,0.8,0.4,1.8,1.0
hh_with_children,percentiles_81_90,1988,0.9,0.9,0.1,2.8,0.7
hh_with_children,percentiles_81_90,1989,1.2,1.5,0.4,2.5,0.9
hh_with_children,percentiles_81_90,1990,1.0,1.3,0.3,2.7,0.7
hh_with_children,percentiles_81_90,1991,1.3,1.6,0.6,2.3,1.0
hh_with_children,percentiles_81_90,1992,1.4,1.7,0.7,2.8,1.1
hh_with_children,percentiles_81_90,1993,1.5,1.8,0.5,3.6,0.9
hh_with_children,percentiles_81_90,1994,1.4,1.9,0.5,2.1,0.9
hh_with_children,percentiles_81_90,1995,1.8,2.3,0.9,2.6,1.2
hh_with_children,percentiles_81_90,1996,1.5,2.1,0.6,2.2,1.1
hh_with_children,percentiles_81_90,1997,1.4,1.8,0.3,2.6,0.8
hh_with_children,percentiles_81_90,1998,1.2,1.5,0.4,1.3,0.8
hh_with_children,percentiles_81_90,1999,1.6,1.7,0.3,3.7,0.8
hh_with_children,percentiles_81_90,2000,2.0,2.3,0.7,3.0,1.2
hh_with_children,percentiles_81_90,2001,1.7,2.0,0.4,2.4,1.0
hh_with_children,percentiles_81_90,2002,1.9,2.1,0.5,2.9,1.5
hh_with_children,percentiles_81_90,2003,2.0,2.2,0.5,3.7,1.2
hh_with_children,percentiles_81_90,2004,2.1,2.3,0.5,4.3,1.0
hh_with_children,percentiles_81_90,2005,1.9,2.2,0.4,3.0,1.1
hh_with_children,percentiles_81_90,2006,2.0,2.3,0.4,3.0,1.4
hh_with_children,percentiles_81_90,2007,1.9,2.2,0.4,3.0,1.4
hh_with_children,percentiles_81_90,2008,2.0,2.2,0.7,3.6,1.5
hh_with_children,percentiles_81_90,2009,2.3,2.7,0.8,3.1,1.6
hh_with_children,percentiles_81_90,2010,2.0,2.3,1.0,3.3,1.3
hh_with_children,percentiles_81_90,2011,1.8,2.3,0.5,2.6,1.1
hh_with_children,percentiles_81_90,2012,1.7,2.1,0.4,2.1,1.4
hh_with_children,percentiles_81_90,2013,1.8,2.1,0.6,2.9,1.3
hh_with_children,percentiles_81_90,2014,2.2,2.5,0.8,2.6,1.9
hh_with_children,percentiles_81_90,2015,2.2,2.4,1.1,2.7,2.1
hh_with_children,percentiles_81_90,2016,2.2,2.5,0.8,2.6,1.9
hh_with_children,percentiles_81_90,2017,2.4,2.5,1.1,3.4,2.3
hh_with_children,percentiles_91_95,1979,0.6,0.6,0.3,0.8,0.6
hh_with_children,percentiles_91_95,1980,0.4,0.4,0.1,0.7,0.5
hh_with_children,percentiles_91_95,1981,0.3,0.3,0.1,0.8,0.4
hh_with_children,percentiles_91_95,1982,0.4,0.6,0.2,0.8,0.4
hh_with_children,percentiles_91_95,1983,0.2,0.2,0.1,0.3,0.2
hh_with_children,percentiles_91_95,1984,0.4,0.3,0.2,1.2,0.3
hh_with_children,percentiles_91_95,1985,0.3,0.4,0.1,0.8,0.4
hh_with_children,percentiles_91_95,1986,0.4,0.3,0.2,0.4,0.5
hh_with_children,percentiles_91_95,1987,0.2,0.2,0.1,0.3,0.2
hh_with_children,percentiles_91_95,1988,0.4,0.5,0.3,1.3,0.3
hh_with_children,percentiles_91_95,1989,0.4,0.6,0.2,1.0,0.4
hh_with_children,percentiles_91_95,1990,0.4,0.6,0.2,1.1,0.3
hh_with_children,percentiles_91_95,1991,0.5,0.6,0.3,0.6,0.5
hh_with_children,percentiles_91_95,1992,0.8,0.8,0.5,0.9,0.8
hh_with_children,percentiles_91_95,1993,0.4,0.5,0.1,1.1,0.3
hh_with_children,percentiles_91_95,1994,0.6,0.8,0.2,1.2,0.4
hh_with_children,percentiles_91_95,1995,0.7,0.9,0.2,1.2,0.6
hh_with_children,percentiles_91_95,1996,0.5,0.6,0.2,0.7,0.4
hh_with_children,percentiles_91_95,1997,0.4,0.5,0.1,1.0,0.2
hh_with_children,percentiles_91_95,1998,0.3,0.4,0.1,0.2,0.3
hh_with_children,percentiles_91_95,1999,0.4,0.5,0.1,0.8,0.4
hh_with_children,percentiles_91_95,2000,0.7,0.8,0.2,1.1,0.5
hh_with_children,percentiles_91_95,2001,0.6,0.6,0.1,0.7,0.5
hh_with_children,percentiles_91_95,2002,0.7,0.8,0.1,1.2,0.5
hh_with_children,percentiles_91_95,2003,0.6,0.7,0.1,1.1,0.3
hh_with_children,percentiles_91_95,2004,0.6,0.7,0.1,0.9,0.5
hh_with_children,percentiles_91_95,2005,0.7,0.9,0.1,1.3,0.4
hh_with_children,percentiles_91_95,2006,0.7,0.7,0.2,1.3,0.7
hh_with_children,percentiles_91_95,2007,0.6,0.8,0.1,0.8,0.5
hh_with_children,percentiles_91_95,2008,0.8,0.9,0.2,1.3,0.6
hh_with_children,percentiles_91_95,2009,0.8,1.0,0.3,1.2,0.5
hh_with_children,percentiles_91_95,2010,0.7,0.8,0.2,1.3,0.5
hh_with_children,percentiles_91_95,2011,0.6,0.8,0.2,0.4,0.5
hh_with_children,percentiles_91_95,2012,0.5,0.6,0.2,0.4,0.4
hh_with_children,percentiles_91_95,2013,0.5,0.7,0.1,0.6,0.5
hh_with_children,percentiles_91_95,2014,0.6,0.8,0.2,0.5,0.6
hh_with_children,percentiles_91_95,2015,0.8,0.8,0.3,1.1,0.7
hh_with_children,percentiles_91_95,2016,0.8,0.9,0.3,1.0,0.8
hh_with_children,percentiles_91_95,2017,0.7,0.8,0.2,0.8,0.6
hh_with_children,percentiles_96_99,1979,0.4,0.3,0.2,0.4,0.4
hh_with_children,percentiles_96_99,1980,0.3,0.3,0.2,0.4,0.4
hh_with_children,percentiles_96_99,1981,0.3,0.4,0.2,0.3,0.4
hh_with_children,percentiles_96_99,1982,0.3,0.5,0.1,0.5,0.3
hh_with_children,percentiles_96_99,1983,0.3,0.3,0.2,0.6,0.4
hh_with_children,percentiles_96_99,1984,0.3,0.3,0.2,0.5,0.3
hh_with_children,percentiles_96_99,1985,0.3,0.3,0.2,0.4,0.4
hh_with_children,percentiles_96_99,1986,0.3,0.2,0.1,0.4,0.3
hh_with_children,percentiles_96_99,1987,0.3,0.3,0.2,0.7,0.4
hh_with_children,percentiles_96_99,1988,0.3,0.3,0.2,0.1,0.3
hh_with_children,percentiles_96_99,1989,0.3,0.3,0.2,0.4,0.3
hh_with_children,percentiles_96_99,1990,0.3,0.4,0.2,0.3,0.3
hh_with_children,percentiles_96_99,1991,0.5,0.4,0.2,0.7,0.7
hh_with_children,percentiles_96_99,1992,0.4,0.4,0.2,0.6,0.3
hh_with_children,percentiles_96_99,1993,0.3,0.4,0.1,0.7,0.3
hh_with_children,percentiles_96_99,1994,0.5,0.6,0.1,0.5,0.4
hh_with_children,percentiles_96_99,1995,0.4,0.6,0.1,0.6,0.3
hh_with_children,percentiles_96_99,1996,0.3,0.4,0.1,0.2,0.2
hh_with_children,percentiles_96_99,1997,0.3,0.3,0.1,0.2,0.3
hh_with_children,percentiles_96_99,1998,0.4,0.4,0.0,0.7,0.2
hh_with_children,percentiles_96_99,1999,0.3,0.4,0.1,0.3,0.2
hh_with_children,percentiles_96_99,2000,0.3,0.4,0.1,0.2,0.3
hh_with_children,percentiles_96_99,2001,0.5,0.6,0.1,0.6,0.4
hh_with_children,percentiles_96_99,2002,0.4,0.5,0.2,0.7,0.3
hh_with_children,percentiles_96_99,2003,0.4,0.5,0.1,0.4,0.3
hh_with_children,percentiles_96_99,2004,0.6,0.6,0.1,1.4,0.3
hh_with_children,percentiles_96_99,2005,0.5,0.6,0.1,0.8,0.3
hh_with_children,percentiles_96_99,2006,0.4,0.5,0.1,0.5,0.5
hh_with_children,percentiles_96_99,2007,0.5,0.6,0.2,0.6,0.4
hh_with_children,percentiles_96_99,2008,0.5,0.6,0.1,0.9,0.4
hh_with_children,percentiles_96_99,2009,0.5,0.6,0.1,0.3,0.5
hh_with_children,percentiles_96_99,2010,0.4,0.5,0.2,0.5,0.4
hh_with_children,percentiles_96_99,2011,0.4,0.6,0.1,0.5,0.3
hh_with_children,percentiles_96_99,2012,0.4,0.5,0.1,0.4,0.4
hh_with_children,percentiles_96_99,2013,0.3,0.4,0.1,0.2,0.4
hh_with_children,percentiles_96_99,2014,0.4,0.5,0.1,0.3,0.4
hh_with_children,percentiles_96_99,2015,0.6,0.6,0.2,1.2,0.5
hh_with_children,percentiles_96_99,2016,0.5,0.6,0.2,0.4,0.5
hh_with_children,percentiles_96_99,2017,0.5,0.5,0.2,0.5,0.5
hh_with_children,top_1_percent,1979,0.1,0.1,0.1,0.1,0.2
hh_with_children,top_1_percent,1980,0.2,0.1,0.1,0.2,0.2
hh_with_children,top_1_percent,1981,0.2,0.2,0.1,0.1,0.2
hh_with_children,top_1_percent,1982,0.1,0.2,0.1,0.0,0.1
hh_with_children,top_1_percent,1983,0.2,0.2,0.1,0.1,0.2
hh_with_children,top_1_percent,1984,0.1,0.2,0.1,0.1,0.2
hh_with_children,top_1_percent,1985,0.2,0.3,0.2,0.2,0.2
hh_with_children,top_1_percent,1986,0.2,0.2,0.1,0.5,0.2
hh_with_children,top_1_percent,1987,0.2,0.2,0.1,0.2,0.2
hh_with_children,top_1_percent,1988,0.1,0.1,0.1,0.0,0.1
hh_with_children,top_1_percent,1989,0.1,0.2,0.1,0.3,0.1
hh_with_children,top_1_percent,1990,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,1991,0.1,0.2,0.1,0.2,0.1
hh_with_children,top_1_percent,1992,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,1993,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,1994,0.1,0.1,0.1,0.1,0.1
hh_with_children,top_1_percent,1995,0.2,0.3,0.1,0.2,0.1
hh_with_children,top_1_percent,1996,0.1,0.1,0.0,0.0,0.1
hh_with_children,top_1_percent,1997,0.1,0.1,0.0,0.0,0.1
hh_with_children,top_1_percent,1998,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,1999,0.1,0.2,0.0,0.3,0.1
hh_with_children,top_1_percent,2000,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,2001,0.2,0.2,0.0,0.3,0.1
hh_with_children,top_1_percent,2002,0.2,0.2,0.1,0.2,0.2
hh_with_children,top_1_percent,2003,0.1,0.1,0.1,0.2,0.1
hh_with_children,top_1_percent,2004,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,2005,0.1,0.1,0.0,0.1,0.1
hh_with_children,top_1_percent,2006,0.1,0.1,0.0,0.1,0.1
