household_type,income_group,year,inc_before_transfers_taxes,market_income,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_income,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_income,dividends,corp_tax_borne_by_capital,other_market_income,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
all_households,percentiles_91_95,2014,212700.0,201700.0,126300.0,8100.0,7200.0,8900.0,100.0,1600.0,11100.0,5300.0,900.0,1100.0,1800.0,3900.0,2800.0,22600.0,11000.0,7000.0,3500.0,200.0,200.0
all_households,percentiles_91_95,2015,220300.0,210000.0,133200.0,8700.0,7500.0,9300.0,100.0,1600.0,11700.0,4900.0,900.0,1200.0,1800.0,3800.0,2600.0,22600.0,10300.0,6500.0,3400.0,200.0,300.0
all_households,percentiles_91_95,2016,222000.0,211400.0,135200.0,8800.0,7700.0,9400.0,100.0,1500.0,11800.0,4500.0,900.0,1200.0,1800.0,3600.0,2500.0,22300.0,10600.0,6600.0,3500.0,200.0,200.0
all_households,percentiles_91_95,2017,228700.0,217800.0,137000.0,9100.0,7600.0,9700.0,100.0,1200.0,12400.0,6400.0,900.0,1200.0,1900.0,4100.0,2100.0,24400.0,10900.0,7000.0,3600.0,200.0,100.0
all_households,percentiles_96_99,1979,182700.0,178600.0,103400.0,0.0,3200.0,3600.0,200.0,1300.0,19000.0,11500.0,800.0,11900.0,2900.0,6500.0,8100.0,6300.0,4100.0,3000.0,800.0,200.0,100.0
all_households,percentiles_96_99,1980,176600.0,172100.0,102300.0,0.0,2800.0,3800.0,100.0,1100.0,14800.0,9500.0,800.0,14700.0,2700.0,6800.0,6300.0,6300.0,4500.0,3300.0,900.0,200.0,100.0
all_households,percentiles_96_99,1981,174900.0,170000.0,101100.0,0.0,2900.0,4200.0,100.0,900.0,12100.0,8300.0,800.0,18600.0,2600.0,7400.0,4900.0,6100.0,4800.0,3500.0,1100.0,200.0,100.0
all_households,percentiles_96_99,1982,175400.0,169700.0,104800.0,0.0,3200.0,4500.0,100.0,600.0,11000.0,6700.0,1000.0,17600.0,2800.0,7200.0,2600.0,7600.0,5700.0,4200.0,1300.0,200.0,100.0
all_households,percentiles_96_99,1983,180800.0,175200.0,106500.0,0.0,3400.0,4800.0,200.0,700.0,11700.0,10900.0,1300.0,15700.0,2600.0,6400.0,3600.0,7500.0,5600.0,4000.0,1300.0,200.0,100.0
all_households,percentiles_96_99,1984,196200.0,190200.0,113500.0,800.0,3200.0,5100.0,200.0,900.0,16400.0,10800.0,1400.0,16400.0,3100.0,6100.0,4100.0,8300.0,5900.0,4300.0,1300.0,200.0,200.0
all_households,percentiles_96_99,1985,198300.0,192500.0,115200.0,1200.0,3600.0,5400.0,200.0,900.0,13600.0,13900.0,1700.0,16000.0,2600.0,6000.0,3900.0,8200.0,5800.0,4100.0,1400.0,200.0,100.0
all_households,percentiles_96_99,1986,216100.0,210200.0,120200.0,1300.0,3700.0,5700.0,200.0,900.0,15800.0,24000.0,2400.0,13600.0,2700.0,6600.0,4200.0,9000.0,5900.0,4100.0,1400.0,200.0,200.0
all_households,percentiles_96_99,1987,214100.0,208700.0,123500.0,1500.0,4400.0,5900.0,200.0,1200.0,17600.0,12700.0,3800.0,13400.0,2800.0,7200.0,5900.0,8700.0,5400.0,3800.0,1400.0,100.0,100.0
all_households,percentiles_96_99,1988,221000.0,215800.0,125500.0,1700.0,4800.0,6200.0,100.0,1200.0,20800.0,10800.0,4100.0,14200.0,2800.0,7300.0,5700.0,10500.0,5300.0,3700.0,1300.0,100.0,100.0
all_households,percentiles_96_99,1989,225300.0,219800.0,127500.0,2000.0,4900.0,6300.0,100.0,1200.0,19700.0,10300.0,4400.0,16000.0,2800.0,7700.0,5700.0,11300.0,5500.0,3800.0,1400.0,100.0,200.0
all_households,percentiles_96_99,1990,219100.0,213400.0,126400.0,2000.0,4900.0,6400.0,100.0,1100.0,19900.0,7200.0,4600.0,15300.0,2700.0,6800.0,5100.0,10900.0,5600.0,3800.0,1400.0,100.0,300.0
all_households,percentiles_96_99,1991,215200.0,209700.0,125900.0,2100.0,4900.0,6700.0,100.0,1000.0,19900.0,6700.0,4100.0,13100.0,2800.0,6000.0,4600.0,11600.0,5500.0,3700.0,1400.0,200.0,200.0
all_households,percentiles_96_99,1992,222400.0,216700.0,130300.0,2500.0,5600.0,7200.0,100.0,1200.0,21800.0,7300.0,4800.0,9500.0,3000.0,5800.0,5200.0,12300.0,5700.0,3700.0,1500.0,200.0,300.0
all_households,percentiles_96_99,1993,224500.0,218200.0,130800.0,2900.0,6200.0,7200.0,100.0,1400.0,21900.0,8600.0,4400.0,7700.0,3000.0,6000.0,6000.0,12100.0,6300.0,4200.0,1600.0,200.0,200.0
all_households,percentiles_96_99,1994,230100.0,222300.0,132400.0,3000.0,6900.0,7300.0,100.0,1500.0,22900.0,7700.0,4300.0,6900.0,3000.0,5800.0,6300.0,14200.0,7800.0,5200.0,1900.0,200.0,600.0
all_households,percentiles_96_99,1995,242200.0,235000.0,138700.0,3500.0,6500.0,7600.0,100.0,1600.0,23500.0,9400.0,4000.0,8700.0,3800.0,6700.0,7300.0,13700.0,7200.0,4700.0,2000.0,200.0,300.0
all_households,percentiles_96_99,1996,252000.0,244300.0,139700.0,3900.0,6300.0,7600.0,100.0,1700.0,25300.0,12500.0,3800.0,9100.0,3400.0,7400.0,7500.0,15800.0,7700.0,5200.0,2200.0,100.0,100.0
all_households,percentiles_96_99,1997,268700.0,260500.0,146800.0,3700.0,5800.0,7800.0,100.0,1800.0,26100.0,18200.0,4000.0,9200.0,3400.0,8900.0,8100.0,16600.0,8200.0,5500.0,2400.0,100.0,100.0
all_households,percentiles_96_99,1998,283700.0,276000.0,154900.0,4000.0,5600.0,8100.0,100.0,1700.0,29900.0,20700.0,4000.0,9100.0,3500.0,8500.0,7400.0,18400.0,7700.0,5300.0,2200.0,100.0,100.0
all_households,percentiles_96_99,1999,297300.0,290500.0,160100.0,4400.0,5800.0,8600.0,100.0,1800.0,31100.0,26000.0,4000.0,8800.0,3800.0,8700.0,7700.0,19800.0,6800.0,4600.0,2000.0,100.0,100.0
all_households,percentiles_96_99,2000,306400.0,298600.0,166800.0,4600.0,5900.0,8900.0,100.0,1800.0,29700.0,25500.0,3900.0,9700.0,3800.0,9400.0,7300.0,21300.0,7800.0,5300.0,2100.0,100.0,300.0
all_households,percentiles_96_99,2001,289200.0,282200.0,171100.0,4700.0,6500.0,9300.0,100.0,1200.0,29600.0,12500.0,3700.0,8800.0,3800.0,6700.0,4800.0,19400.0,7000.0,4700.0,2000.0,200.0,100.0
all_households,percentiles_96_99,2002,277600.0,270800.0,167700.0,6900.0,7100.0,9300.0,100.0,1100.0,29100.0,8800.0,3200.0,5900.0,3400.0,5200.0,4000.0,18800.0,6900.0,4500.0,1800.0,300.0,200.0
all_households,percentiles_96_99,2003,286900.0,279700.0,169600.0,9300.0,8200.0,9600.0,100.0,1600.0,29700.0,11400.0,2900.0,5000.0,3600.0,5700.0,5600.0,17400.0,7100.0,4600.0,2000.0,400.0,100.0
all_households,percentiles_96_99,2004,304600.0,297500.0,172900.0,9800.0,8700.0,9500.0,100.0,2000.0,33400.0,17000.0,2900.0,4800.0,3700.0,7000.0,7100.0,18600.0,7100.0,4600.0,2100.0,200.0,100.0
all_households,percentiles_96_99,2005,328600.0,320700.0,173800.0,10100.0,8900.0,9300.0,100.0,2600.0,38900.0,24800.0,3300.0,6500.0,4100.0,8100.0,10000.0,20200.0,7900.0,5200.0,2400.0,200.0,200.0
all_households,percentiles_96_99,2006,339100.0,330300.0,176400.0,10700.0,8300.0,9400.0,100.0,2900.0,38400.0,26100.0,3900.0,8500.0,4100.0,9500.0,10800.0,21300.0,8700.0,5700.0,2900.0,100.0,100.0
all_households,percentiles_96_99,2007,350100.0,340900.0,181300.0,11000.0,8000.0,9500.0,100.0,2500.0,38400.0,27500.0,4200.0,10100.0,4200.0,11400.0,9400.0,23200.0,9200.0,5900.0,3100.0,100.0,100.0
all_households,percentiles_96_99,2008,324000.0,315800.0,185000.0,11600.0,8400.0,10000.0,100.0,1500.0,35400.0,10400.0,3900.0,7900.0,4700.0,9000.0,4900.0,23000.0,8200.0,5200.0,2700.0,300.0,100.0
all_households,percentiles_96_99,2009,304300.0,295100.0,182400.0,11800.0,8800.0,10500.0,100.0,1200.0,31100.0,5700.0,3400.0,5600.0,3500.0,6300.0,3600.0,21000.0,9100.0,5600.0,2800.0,700.0,100.0
all_households,percentiles_96_99,2010,313000.0,304300.0,185100.0,11500.0,8600.0,10400.0,100.0,1700.0,31500.0,7500.0,3500.0,4400.0,4100.0,6400.0,4700.0,24900.0,8700.0,5200.0,2800.0,600.0,200.0
all_households,percentiles_96_99,2011,320200.0,311400.0,189000.0,11700.0,8600.0,10300.0,100.0,1700.0,33200.0,7700.0,3200.0,3700.0,4400.0,7200.0,4800.0,25800.0,8800.0,5500.0,2800.0,500.0,100.0
all_households,percentiles_96_99,2012,335300.0,326300.0,191400.0,11400.0,8100.0,10300.0,100.0,2000.0,38700.0,11900.0,3400.0,3400.0,4800.0,8600.0,5600.0,26600.0,9000.0,5500.0,3100.0,300.0,0.0
all_households,percentiles_96_99,2013,339100.0,329300.0,191600.0,11800.0,8200.0,10500.0,100.0,2200.0,39100.0,13300.0,3200.0,3000.0,4800.0,8600.0,7500.0,25500.0,9800.0,6200.0,3200.0,200.0,200.0
all_households,percentiles_96_99,2014,352400.0,342000.0,194400.0,12000.0,7700.0,10600.0,100.0,2400.0,39600.0,18100.0,3100.0,2900.0,5100.0,10000.0,8300.0,27900.0,10400.0,6700.0,3400.0,200.0,100.0
all_households,percentiles_96_99,2015,365900.0,355500.0,204700.0,12700.0,7900.0,10900.0,100.0,2300.0,42900.0,17500.0,2900.0,2800.0,4600.0,10200.0,7800.0,28400.0,10300.0,6600.0,3600.0,200.0,0.0
all_households,percentiles_96_99,2016,365300.0,354800.0,209300.0,12800.0,8200.0,11000.0,100.0,2200.0,40800.0,15600.0,2900.0,2800.0,4300.0,9800.0,7300.0,27600.0,10400.0,6600.0,3600.0,100.0,100.0
all_households,percentiles_96_99,2017,380100.0,369100.0,213300.0,12900.0,8000.0,11500.0,100.0,1700.0,42900.0,22600.0,2700.0,2900.0,4300.0,11200.0,6000.0,29000.0,11000.0,7100.0,3600.0,200.0,100.0
all_households,top_1_percent,1979,572400.0,566700.0,177300.0,0.0,2800.0,2300.0,100.0,2200.0,60200.0,137400.0,10400.0,36500.0,14400.0,52200.0,60600.0,10500.0,5700.0,4300.0,1300.0,100.0,0.0
all_households,top_1_percent,1980,549100.0,543300.0,186800.0,0.0,2500.0,2600.0,100.0,1900.0,50800.0,122400.0,9700.0,43800.0,15200.0,51800.0,45300.0,10400.0,5700.0,4200.0,1300.0,100.0,100.0
all_households,top_1_percent,1981,546700.0,540500.0,187000.0,0.0,2900.0,3100.0,100.0,1500.0,38200.0,126100.0,11500.0,56600.0,18100.0,48500.0,36100.0,10800.0,6200.0,4500.0,1600.0,100.0,0.0
all_households,top_1_percent,1982,576000.0,568800.0,194000.0,0.0,3100.0,4000.0,100.0,1000.0,43600.0,144800.0,15100.0,57500.0,17800.0,51900.0,23600.0,12500.0,7200.0,5300.0,1700.0,100.0,100.0
all_households,top_1_percent,1983,631500.0,624300.0,206000.0,0.0,3300.0,4300.0,100.0,1400.0,52500.0,181600.0,19900.0,47800.0,16300.0,46000.0,31000.0,14200.0,7200.0,5200.0,1800.0,100.0,100.0
all_households,top_1_percent,1984,698300.0,690500.0,221200.0,600.0,3000.0,4400.0,100.0,1700.0,64500.0,202300.0,24400.0,58000.0,16500.0,40700.0,37700.0,15700.0,7800.0,5700.0,1900.0,100.0,100.0
all_households,top_1_percent,1985,748100.0,740400.0,220300.0,800.0,3300.0,4500.0,100.0,1600.0,67700.0,237900.0,27700.0,59700.0,16700.0,45100.0,36600.0,18500.0,7700.0,5400.0,2000.0,100.0,300.0
all_households,top_1_percent,1986,980000.0,971800.0,216500.0,900.0,3400.0,4500.0,100.0,1600.0,65900.0,472700.0,32300.0,52600.0,15500.0,50900.0,43500.0,11400.0,8200.0,5700.0,2100.0,100.0,300.0
all_households,top_1_percent,1987,785300.0,778800.0,281900.0,1200.0,4400.0,5400.0,100.0,2600.0,100400.0,166200.0,34900.0,61800.0,14400.0,43300.0,46500.0,15700.0,6500.0,4500.0,1700.0,100.0,100.0
all_households,top_1_percent,1988,983800.0,977100.0,343900.0,1300.0,5200.0,5800.0,100.0,3200.0,150200.0,205000.0,32400.0,73300.0,14900.0,56100.0,54300.0,31300.0,6700.0,4800.0,1700.0,0.0,200.0
all_households,top_1_percent,1989,915500.0,909100.0,309700.0,1500.0,5400.0,5900.0,100.0,2800.0,145200.0,170400.0,35000.0,86100.0,15800.0,54200.0,49900.0,27100.0,6400.0,4600.0,1600.0,100.0,100.0
all_households,top_1_percent,1990,886000.0,878700.0,324900.0,1500.0,5300.0,6100.0,100.0,2700.0,148200.0,129100.0,34500.0,83500.0,17100.0,50100.0,46800.0,28800.0,7300.0,4900.0,1700.0,100.0,600.0
all_households,top_1_percent,1991,797000.0,790000.0,308400.0,1700.0,5300.0,6000.0,100.0,2400.0,129600.0,101400.0,36800.0,70300.0,15900.0,44100.0,40300.0,27600.0,7000.0,4900.0,1700.0,100.0,300.0
all_households,top_1_percent,1992,898700.0,891600.0,368300.0,2100.0,5700.0,7800.0,100.0,3000.0,157300.0,116200.0,35400.0,55200.0,17900.0,44200.0,48400.0,29900.0,7200.0,5100.0,1900.0,100.0,0.0
all_households,top_1_percent,1993,863800.0,856400.0,335600.0,2100.0,6200.0,6300.0,100.0,3200.0,147000.0,132700.0,35100.0,45400.0,18900.0,40000.0,57100.0,26500.0,7400.0,5200.0,2000.0,100.0,100.0
all_households,top_1_percent,1994,890200.0,882300.0,325900.0,2500.0,7700.0,9100.0,100.0,3400.0,166100.0,134800.0,35100.0,44700.0,18700.0,42200.0,65000.0,27000.0,7900.0,5600.0,2000.0,100.0,200.0
all_households,top_1_percent,1995,988200.0,980600.0,362500.0,2700.0,8800.0,10200.0,100.0,4000.0,174800.0,159600.0,35500.0,53900.0,18000.0,48500.0,72400.0,29600.0,7600.0,4900.0,2100.0,100.0,500.0
all_households,top_1_percent,1996,1095000.0,1087600.0,381700.0,2900.0,8300.0,10500.0,100.0,4400.0,181900.0,229700.0,35000.0,54500.0,18400.0,50300.0,77200.0,32700.0,7400.0,4900.0,2300.0,100.0,0.0
all_households,top_1_percent,1997,1264300.0,1256200.0,423600.0,2800.0,7300.0,11300.0,100.0,4900.0,200400.0,316600.0,33900.0,57100.0,20200.0,56800.0,84000.0,37100.0,8100.0,5500.0,2500.0,0.0,100.0
all_households,top_1_percent,1998,1436000.0,1428500.0,473100.0,3000.0,7600.0,12200.0,100.0,4900.0,216500.0,409900.0,36100.0,60000.0,19200.0,57400.0,85800.0,42700.0,7500.0,5000.0,2400.0,100.0,0.0
all_households,top_1_percent,1999,1567300.0,1560000.0,523600.0,3500.0,7400.0,13500.0,100.0,5400.0,228300.0,468400.0,36400.0,59500.0,19700.0,61300.0,86900.0,46100.0,7300.0,4800.0,2100.0,100.0,300.0
all_households,top_1_percent,2000,1722800.0,1714700.0,593000.0,3700.0,7900.0,14700.0,100.0,5800.0,228400.0,535200.0,37100.0,67100.0,19800.0,67100.0,87300.0,47600.0,8000.0,5700.0,2200.0,100.0,0.0
all_households,top_1_percent,2001,1377200.0,1370100.0,531200.0,3700.0,8400.0,14100.0,100.0,3600.0,239000.0,293600.0,35400.0,63100.0,21700.0,53000.0,62500.0,40900.0,7100.0,4800.0,2100.0,100.0,100.0
all_households,top_1_percent,2002,1220400.0,1212800.0,475700.0,6600.0,8700.0,13100.0,100.0,3000.0,252600.0,212600.0,33900.0,46600.0,20100.0,43900.0,56900.0,39200.0,7600.0,5200.0,2200.0,200.0,0.0
all_households,top_1_percent,2003,1299100.0,1291400.0,467400.0,10100.0,9300.0,12900.0,100.0,4000.0,256800.0,258300.0,32900.0,43200.0,21400.0,54400.0,83400.0,37400.0,7700.0,5100.0,2400.0,200.0,100.0
all_households,top_1_percent,2004,1549200.0,1541000.0,496500.0,9500.0,9200.0,13100.0,100.0,5300.0,291500.0,393000.0,31000.0,46300.0,21600.0,73000.0,110600.0,40300.0,8200.0,5500.0,2600.0,100.0,0.0
all_households,top_1_percent,2005,1872000.0,1862800.0,524000.0,9300.0,9500.0,13400.0,100.0,7300.0,359600.0,537000.0,35200.0,65100.0,25200.0,82400.0,150400.0,44400.0,9200.0,6100.0,2800.0,100.0,100.0
all_households,top_1_percent,2006,2025600.0,2016100.0,537400.0,9600.0,9000.0,13600.0,100.0,8000.0,368400.0,604700.0,43100.0,87400.0,24300.0,98200.0,165000.0,47400.0,9500.0,6100.0,3300.0,100.0,0.0
all_households,top_1_percent,2007,2134000.0,2124800.0,577900.0,9900.0,8800.0,14300.0,100.0,7300.0,350900.0,679000.0,47000.0,100300.0,23500.0,113800.0,141300.0,50600.0,9200.0,5800.0,3200.0,100.0,0.0
all_households,top_1_percent,2008,1742900.0,1734100.0,569000.0,10600.0,9100.0,14500.0,100.0,4300.0,357000.0,379800.0,43100.0,75400.0,29500.0,102400.0,88900.0,50300.0,8800.0,5500.0,3000.0,200.0,100.0
all_households,top_1_percent,2009,1360300.0,1350800.0,499300.0,11700.0,9500.0,14100.0,100.0,3000.0,336200.0,185300.0,37400.0,52400.0,22400.0,72000.0,64500.0,43000.0,9500.0,5900.0,3300.0,400.0,0.0
all_households,top_1_percent,2010,1561800.0,1552600.0,526900.0,11700.0,8600.0,14200.0,100.0,4500.0,336800.0,291900.0,37500.0,50700.0,23600.0,87100.0,98500.0,60500.0,9200.0,5700.0,3100.0,300.0,100.0
all_households,top_1_percent,2011,1561600.0,1552700.0,539500.0,11800.0,8800.0,14400.0,100.0,4500.0,343200.0,285600.0,35100.0,44100.0,25400.0,81500.0,96200.0,62500.0,8900.0,5700.0,3000.0,200.0,0.0
all_households,top_1_percent,2012,1928600.0,1918800.0,573400.0,11300.0,7900.0,14700.0,100.0,5600.0,399900.0,473100.0,33400.0,45900.0,27900.0,129700.0,123500.0,72500.0,9800.0,6100.0,3500.0,200.0,100.0
all_households,top_1_percent,2013,1623100.0,1613300.0,539800.0,12000.0,7800.0,14600.0,100.0,5600.0,368100.0,312200.0,30800.0,40200.0,28200.0,86800.0,112200.0,54700.0,9900.0,6300.0,3400.0,100.0,0.0
all_households,top_1_percent,2014,1827300.0,1817600.0,569400.0,11800.0,7500.0,14400.0,100.0,6400.0,387300.0,435400.0,27300.0,38100.0,31900.0,104500.0,127500.0,55900.0,9700.0,6200.0,3300.0,100.0,100.0
all_households,top_1_percent,2015,1908300.0,1897700.0,601600.0,12800.0,7500.0,15700.0,100.0,6300.0,416000.0,454000.0,26800.0,38800.0,25800.0,108200.0,126000.0,58100.0,10600.0,6800.0,3600.0,100.0,0.0
all_households,top_1_percent,2016,1814400.0,1804600.0,583100.0,12900.0,8200.0,15600.0,100.0,5700.0,418100.0,397700.0,25300.0,38600.0,22900.0,101800.0,118100.0,56500.0,9700.0,6100.0,3600.0,100.0,0.0
all_households,top_1_percent,2017,1961500.0,1950000.0,607600.0,12700.0,7600.0,16200.0,100.0,4500.0,443200.0,509000.0,24500.0,43000.0,24900.0,108400.0,89700.0,58700.0,11600.0,7400.0,4100.0,100.0,0.0
hh_with_children,all_quintiles,1979,75400.0,73700.0,56300.0,0.0,2500.0,2800.0,200.0,700.0,3700.0,2200.0,100.0,1400.0,300.0,600.0,1100.0,1700.0,1700.0,1100.0,200.0,300.0,100.0
hh_with_children,all_quintiles,1980,72300.0,70300.0,54400.0,0.0,2200.0,2700.0,100.0,600.0,3000.0,2000.0,100.0,1600.0,300.0,700.0,900.0,1600.0,2000.0,1000.0,200.0,600.0,200.0
hh_with_children,all_quintiles,1981,71900.0,70000.0,54400.0,0.0,2200.0,3000.0,100.0,500.0,2400.0,2000.0,100.0,1900.0,400.0,700.0,700.0,1600.0,1900.0,1100.0,200.0,500.0,100.0
hh_with_children,all_quintiles,1982,70500.0,68200.0,53500.0,0.0,2500.0,3000.0,100.0,300.0,2100.0,1900.0,100.0,1900.0,400.0,700.0,400.0,1400.0,2200.0,1100.0,200.0,800.0,200.0
hh_with_children,all_quintiles,1983,71100.0,69000.0,53000.0,0.0,2600.0,3000.0,200.0,400.0,2400.0,2700.0,200.0,1800.0,400.0,600.0,600.0,1300.0,2100.0,1000.0,200.0,700.0,200.0
hh_with_children,all_quintiles,1984,76500.0,74700.0,56500.0,300.0,2600.0,3300.0,200.0,500.0,3300.0,2800.0,300.0,2000.0,400.0,600.0,700.0,1400.0,1800.0,1000.0,200.0,400.0,200.0
hh_with_children,all_quintiles,1985,75900.0,74100.0,56100.0,500.0,2600.0,3400.0,100.0,400.0,2900.0,3100.0,300.0,1800.0,400.0,600.0,600.0,1300.0,1900.0,1000.0,300.0,400.0,200.0
hh_with_children,all_quintiles,1986,81500.0,79600.0,57100.0,500.0,2700.0,3500.0,100.0,500.0,3600.0,6300.0,400.0,1600.0,300.0,800.0,700.0,1500.0,1900.0,1000.0,300.0,400.0,200.0
hh_with_children,all_quintiles,1987,79000.0,77200.0,57500.0,600.0,2900.0,3500.0,100.0,600.0,4200.0,2500.0,200.0,1900.0,400.0,700.0,800.0,1300.0,1800.0,1000.0,300.0,300.0,200.0
hh_with_children,all_quintiles,1988,81200.0,79400.0,58200.0,700.0,3100.0,3700.0,100.0,600.0,4900.0,2500.0,200.0,1900.0,300.0,700.0,800.0,1800.0,1800.0,1000.0,300.0,300.0,300.0
hh_with_children,all_quintiles,1989,83500.0,81600.0,59200.0,800.0,3100.0,3800.0,100.0,600.0,5200.0,2400.0,300.0,2200.0,400.0,800.0,800.0,1900.0,1900.0,1000.0,300.0,300.0,300.0
hh_with_children,all_quintiles,1990,81800.0,79900.0,59000.0,800.0,3200.0,3900.0,100.0,500.0,4900.0,1600.0,200.0,1900.0,400.0,700.0,700.0,2000.0,1900.0,900.0,300.0,300.0,300.0
hh_with_children,all_quintiles,1991,80800.0,78600.0,58200.0,800.0,3100.0,3900.0,100.0,500.0,4700.0,1500.0,300.0,1800.0,400.0,700.0,700.0,2000.0,2100.0,1000.0,300.0,500.0,300.0
hh_with_children,all_quintiles,1992,81800.0,79400.0,58400.0,1000.0,3500.0,3900.0,100.0,500.0,5100.0,1700.0,200.0,1300.0,400.0,600.0,800.0,2000.0,2400.0,1100.0,400.0,700.0,200.0
hh_with_children,all_quintiles,1993,82900.0,80600.0,58800.0,1000.0,3800.0,3900.0,100.0,600.0,5100.0,2000.0,300.0,1100.0,400.0,600.0,900.0,1900.0,2400.0,1100.0,400.0,600.0,300.0
hh_with_children,all_quintiles,1994,84700.0,82500.0,59600.0,1200.0,4200.0,4000.0,100.0,700.0,5600.0,1800.0,300.0,1000.0,400.0,600.0,1000.0,2200.0,2100.0,1100.0,400.0,400.0,200.0
hh_with_children,all_quintiles,1995,90000.0,87800.0,62400.0,1400.0,4400.0,4200.0,100.0,800.0,6100.0,2300.0,300.0,1200.0,500.0,800.0,1200.0,2200.0,2300.0,1200.0,500.0,400.0,200.0
hh_with_children,all_quintiles,1996,91100.0,88900.0,62400.0,1600.0,4200.0,4200.0,100.0,800.0,6200.0,3000.0,200.0,1200.0,400.0,800.0,1100.0,2600.0,2200.0,1200.0,500.0,300.0,200.0
hh_with_children,all_quintiles,1997,95900.0,93600.0,65300.0,1600.0,3900.0,4400.0,100.0,800.0,6400.0,4200.0,300.0,1200.0,500.0,900.0,1200.0,2700.0,2300.0,1300.0,500.0,300.0,200.0
hh_with_children,all_quintiles,1998,102400.0,100300.0,69600.0,1800.0,3900.0,4600.0,100.0,800.0,7100.0,5300.0,300.0,1300.0,500.0,800.0,1200.0,3000.0,2100.0,1100.0,500.0,300.0,200.0
hh_with_children,all_quintiles,1999,109200.0,107100.0,73100.0,2000.0,3900.0,4800.0,100.0,800.0,7800.0,6800.0,300.0,1200.0,500.0,1000.0,1400.0,3400.0,2100.0,1100.0,500.0,300.0,200.0
hh_with_children,all_quintiles,2000,114000.0,111800.0,75400.0,2200.0,4100.0,4900.0,100.0,800.0,7600.0,8200.0,300.0,1400.0,600.0,1200.0,1500.0,3500.0,2200.0,1200.0,500.0,300.0,200.0
hh_with_children,all_quintiles,2001,107500.0,105100.0,74100.0,2200.0,4300.0,4900.0,100.0,600.0,7400.0,4100.0,300.0,1400.0,500.0,900.0,1000.0,3200.0,2400.0,1200.0,600.0,400.0,200.0
hh_with_children,all_quintiles,2002,104700.0,102000.0,72900.0,1900.0,4600.0,4800.0,100.0,500.0,7600.0,2900.0,300.0,1000.0,500.0,800.0,900.0,3200.0,2700.0,1200.0,600.0,700.0,200.0
hh_with_children,all_quintiles,2003,106300.0,103600.0,72100.0,2300.0,5100.0,4800.0,100.0,700.0,8000.0,3500.0,300.0,900.0,500.0,900.0,1300.0,3300.0,2700.0,1200.0,600.0,700.0,200.0
hh_with_children,all_quintiles,2004,112900.0,110300.0,74300.0,2400.0,5700.0,4900.0,100.0,900.0,8800.0,5300.0,300.0,900.0,500.0,1200.0,1600.0,3400.0,2700.0,1300.0,700.0,500.0,200.0
hh_with_children,all_quintiles,2005,117500.0,115000.0,75000.0,2500.0,5800.0,4900.0,100.0,1200.0,9800.0,6900.0,300.0,1200.0,500.0,1200.0,2100.0,3300.0,2500.0,1200.0,700.0,400.0,200.0
hh_with_children,all_quintiles,2006,123300.0,120700.0,76600.0,2600.0,5800.0,5000.0,100.0,1300.0,10500.0,8600.0,500.0,1800.0,500.0,1600.0,2600.0,3400.0,2600.0,1300.0,800.0,400.0,100.0
hh_with_children,all_quintiles,2007,128800.0,126100.0,80200.0,2700.0,5500.0,5200.0,100.0,1100.0,10200.0,10100.0,500.0,2100.0,600.0,1900.0,2300.0,3600.0,2800.0,1400.0,900.0,400.0,100.0
hh_with_children,all_quintiles,2008,121100.0,118000.0,79700.0,2800.0,5400.0,5200.0,100.0,700.0,9200.0,5400.0,500.0,1700.0,600.0,1700.0,1400.0,3600.0,3100.0,1500.0,900.0,500.0,100.0
hh_with_children,all_quintiles,2009,112700.0,108600.0,75800.0,2600.0,5400.0,5000.0,100.0,500.0,8800.0,2600.0,400.0,1100.0,500.0,1100.0,1000.0,3600.0,4100.0,1600.0,1000.0,1300.0,100.0
hh_with_children,all_quintiles,2010,117400.0,113300.0,76300.0,2600.0,5200.0,5000.0,100.0,700.0,9800.0,4700.0,400.0,1100.0,600.0,1500.0,1700.0,3700.0,4100.0,1600.0,1000.0,1400.0,100.0
hh_with_children,all_quintiles,2011,116400.0,112700.0,77000.0,2600.0,5300.0,5000.0,100.0,700.0,9800.0,4200.0,400.0,900.0,600.0,1300.0,1500.0,3500.0,3700.0,1600.0,1000.0,1000.0,100.0
hh_with_children,all_quintiles,2012,121300.0,117800.0,77400.0,2700.0,5200.0,5000.0,100.0,800.0,11500.0,6200.0,400.0,800.0,600.0,1800.0,1700.0,3600.0,3500.0,1500.0,1100.0,800.0,100.0
hh_with_children,all_quintiles,2013,121200.0,117900.0,79000.0,2800.0,5300.0,5100.0,100.0,900.0,11100.0,5100.0,300.0,800.0,700.0,1500.0,1900.0,3300.0,3300.0,1600.0,1000.0,600.0,100.0
hh_with_children,all_quintiles,2014,125400.0,122100.0,80500.0,2800.0,5100.0,5200.0,100.0,1000.0,11400.0,7000.0,300.0,700.0,700.0,1700.0,2100.0,3400.0,3200.0,1700.0,1000.0,400.0,100.0
